,Año,Trimestre,Provincia,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,Total
673,2015,4,Capital Federal,2417,46568,916813,172029,198635,3087,10899,0.0,1350450
674,2015,4,Catamarca,150,6513,14484,4106,1313,390,1,0.0,26471
675,2015,4,Chaco,1940,9593,46771,18608,10092,1136,159,0.0,86553
676,2015,4,Chubut,6250,5774,71881,1680,0,0,0,0.0,78448
677,2015,4,Córdoba,1480,63746,427471,62989,67151,3336,1088,0.0,625929
678,2015,4,Corrientes,290,11248,48104,17877,7569,4560,150,0.0,85433
679,2015,4,Entre Ríos,2865,18883,104224,33989,13668,3990,163,0.0,174191
680,2015,4,Formosa,1791,6081,14279,2704,2713,5190,4,0.0,28091
681,2015,4,Jujuy,2551,8876,21867,5044,1587,0,0,0.0,39925
682,2015,4,La Pampa,5920,12951,48798,160,630,490,10,0.0,62479
683,2015,4,La Rioja,100,3638,9127,2937,1215,20,3,0.0,16932
684,2015,4,Mendoza,2410,230,174719,380,410,50,13,0.0,175080
685,2015,4,Misiones,9590,9169,51029,17281,1369,6750,52,0.0,92855
686,2015,4,Neuquén,1727,2061,89678,4550,7934,90,175,0.0,102039
687,2015,4,Río Negro,3282,4473,89062,2010,4024,50,75,0.0,101122
688,2015,4,Salta,1122,11387,65677,17139,6507,990,5,0.0,101936
689,2015,4,San Juan,90,3860,55761,0,0,0,2,0.0,56158
690,2015,4,San Luis,80,40,13473,0,0,10,2,0.0,13488
691,2015,4,Santa Cruz,1880,260,32338,30,0,0,0,0.0,32555
692,2015,4,Santa Fe,6659,7577,361264,60985,51258,3079,1189,0.0,560204
693,2015,4,Santiago Del Estero,7030,7836,23074,5669,1856,0,0,0.0,39138
694,2015,4,Tierra Del Fuego,160,2850,32662,0,0,0,0,0.0,32963
695,2015,4,Tucumán,1070,218,83887,29942,9507,8370,0,0.0,146080
696,2015,3,Buenos Aires,8361,107351,2266948,262564,200491,2642,7720,0.0,2856078
697,2015,3,Capital Federal,2448,4934,942525,159618,175594,2028,10022,0.0,1341574
698,2015,3,Catamarca,150,6871,14206,4143,8120,430,1,0.0,26091
699,2015,3,Chaco,2400,10353,47131,19016,7498,9790,157,0.0,85374
700,2015,3,Chubut,6410,5886,71668,1670,0,0,0,0.0,78362
701,2015,3,Córdoba,1500,68765,429787,61109,59372,2582,1048,0.0,622813
702,2015,3,Corrientes,330,11921,48127,18168,6111,4530,146,0.0,84959
703,2015,3,Entre Ríos,2863,20385,103990,34788,9924,3840,153,0.0,172487
704,2015,3,Formosa,1862,6521,14354,2791,1842,3790,2,0.0,27751
705,2015,3,Jujuy,2549,9278,21588,5169,9660,0,0,0.0,39550
706,2015,3,La Pampa,6130,13087,47660,90,550,390,10,0.0,61473
707,2015,3,La Rioja,100,384,9102,2984,8320,0,3,0.0,16771
708,2015,3,Mendoza,2560,250,173430,450,180,50,13,0.0,173792
709,2015,3,Misiones,9580,9809,51234,17367,11654,5590,43,0.0,91624
710,2015,3,Neuquén,1733,2124,85044,2100,6599,20,155,0.0,95867
711,2015,3,Río Negro,3372,4457,88691,990,3826,10,62,0.0,100508
712,2015,3,Salta,1126,12223,65405,17451,4318,610,5,0.0,100589
713,2015,3,San Juan,90,3910,54963,0,0,0,2,0.0,55365
714,2015,3,San Luis,90,40,13286,0,0,10,2,0.0,13302
715,2015,3,Santa Cruz,1900,250,32266,20,0,0,0,0.0,32483
716,2015,3,Santa Fe,6767,80817,363177,59531,42021,232,1133,0.0,555766
717,2015,3,Santiago Del Estero,7030,8332,23158,5956,1249,0,0,0.0,39398
718,2015,3,Tierra Del Fuego,150,2850,36408,20,0,0,0,0.0,36710
719,2015,3,Tucumán,1070,23687,83654,29998,6232,6230,0,0.0,144301
720,2015,2,Buenos Aires,8714,137189,2299705,243503,159922,201,6712,0.0,2857754
721,2015,2,Capital Federal,2493,51799,990112,148569,142976,1482,9258,0.0,1346690
722,2015,2,Catamarca,150,7253,14003,3776,5930,370,1,0.0,25678
723,2015,2,Chaco,2880,11058,47551,17675,6337,7880,149,0.0,83846
724,2015,2,Chubut,6560,6032,55791,1680,0,0,0,0.0,62647
725,2015,2,Córdoba,1560,72695,434717,54993,46415,1956,903,0.0,611835
726,2015,2,Corrientes,340,12542,48015,17184,5039,3790,126,0.0,83319
727,2015,2,Entre Ríos,2864,21986,104043,32293,7867,3540,136,0.0,169543
728,2015,2,Formosa,1881,6907,14247,2436,1324,2570,1,0.0,27053
729,2015,2,Jujuy,2479,9474,20248,4792,7300,0,0,0.0,37723
730,2015,2,La Pampa,5737,8182,46235,270,240,250,10,0.0,60240
731,2015,2,La Rioja,100,4082,9093,268,6410,0,3,0.0,16509
732,2015,2,Mendoza,2680,260,170451,420,160,50,13,0.0,170821
733,2015,2,Misiones,9580,1036,51671,15022,10072,4080,33,0.0,88524
734,2015,2,Neuquén,1755,2348,82727,2140,5168,20,110,0.0,92324
735,2015,2,Río Negro,3413,4525,87362,970,324,10,51,0.0,98689
736,2015,2,Salta,1123,1302,64737,16241,3114,290,5,0.0,98269
737,2015,2,San Juan,80,4100,51568,0,0,0,2,0.0,51988
738,2015,2,San Luis,90,40,13204,0,0,10,2,0.0,13220
739,2015,2,Santa Cruz,2100,250,25519,20,0,0,0,0.0,25756
740,2015,2,Santa Fe,6827,86016,364441,53205,33894,1856,1014,0.0,547253
741,2015,2,Santiago Del Estero,7030,8779,23456,5553,8880,0,0,0.0,39379
742,2015,2,Tierra Del Fuego,150,2850,36073,20,0,0,0,0.0,36375
743,2015,2,Tucumán,1070,25178,83462,26966,4502,4550,0,0.0,140670
744,2015,1,Buenos Aires,8882,123589,2267852,22007,126958,1561,5700,0.0,2754612
745,2015,1,Capital Federal,2545,59084,1013510,134151,114569,1195,8401,0.0,1333455
746,2015,1,Catamarca,130,7634,13754,3202,5170,90,1,0.0,25130
747,2015,1,Chaco,260,12053,47425,15883,5346,4890,135,0.0,81357
748,2015,1,Chubut,6510,6176,57333,1020,0,0,0,0.0,64262
749,2015,1,Córdoba,1570,78427,432802,46574,37443,1615,815,0.0,597833
750,2015,1,Corrientes,360,13295,47842,15554,4424,2350,98,0.0,81484
751,2015,1,Entre Ríos,2867,23951,104168,28113,6926,2740,119,0.0,166418
752,2015,1,Formosa,1891,7336,14413,2024,8780,1570,1,0.0,26700
753,2015,1,Jujuy,2458,9754,19858,3939,6030,0,0,0.0,36612
754,2015,1,La Pampa,6059,8054,45038,260,100,130,10,0.0,59210
755,2015,1,La Rioja,110,4201,9379,2207,5330,0,3,0.0,16334
756,2015,1,Mendoza,2870,240,169763,380,160,60,11,0.0,170145
757,2015,1,Misiones,9580,11136,51906,12387,8543,1940,26,0.0,85150
758,2015,1,Neuquén,1895,2577,80787,1700,4067,20,76,0.0,89574
759,2015,1,Río Negro,3371,4913,86173,940,2632,20,42,0.0,97227
760,2015,1,Salta,1123,14151,64992,13955,2569,150,5,0.0,96810
761,2015,1,San Juan,80,4450,51346,0,0,0,2,0.0,51801
762,2015,1,San Luis,100,80,12720,0,10,0,2,0.0,12741
763,2015,1,Santa Cruz,2050,270,26048,20,0,0,0,0.0,26282
764,2015,1,Santa Fe,6883,93096,360964,4527,27597,1542,900,0.0,536252
765,2015,1,Santiago Del Estero,7010,9236,23136,4796,7480,0,0,0.0,38617
766,2015,1,Tierra Del Fuego,140,6090,36319,20,0,0,0,0.0,36944
767,2015,1,Tucumán,1070,27143,83895,23061,3722,3340,0,0.0,138262
768,2014,4,Buenos Aires,8226,132937,2250445,20362,104322,9970,5406,0.0,2705954
769,2014,4,Capital Federal,2698,62896,1038269,123451,95772,8900,7997,0.0,1331972
770,2014,4,Catamarca,210,8047,14093,291,4210,0,1,0.0,25493
771,2014,4,Chaco,4830,12837,42106,7908,26,1240,2,0.0,66060
772,2014,4,Chubut,1858,6218,60392,700,0,0,0,0.0,68538
773,2014,4,Córdoba,1903,85362,427844,41947,30858,1177,782,0.0,589873
774,2014,4,Corrientes,400,1386,42182,7513,2106,0,9,0.0,65710
775,2014,4,Entre Ríos,2311,27801,88649,18318,3584,10,66,0.0,140730
776,2014,4,Formosa,1947,783,14058,1852,4730,470,1,0.0,26208
777,2014,4,Jujuy,188,10427,19740,3443,4650,0,0,0.0,35955
778,2014,4,La Pampa,6266,6879,36520,260,50,40,10,0.0,49710
779,2014,4,La Rioja,90,4333,9728,1943,3860,0,3,0.0,16402
780,2014,4,Mendoza,3030,190,169222,360,140,50,12,0.0,169611
781,2014,4,Misiones,5470,1184,53093,8731,2952,540,12,0.0,77229
782,2014,4,Neuquén,1731,2744,80938,1260,3621,20,66,0.0,89228
783,2014,4,Río Negro,364,4723,85094,940,2319,40,30,0.0,95904
784,2014,4,Salta,540,16214,63221,12552,1922,0,4,0.0,93967
785,2014,4,San Juan,110,4780,51628,0,0,0,2,0.0,52119
786,2014,4,San Luis,90,0,13135,0,0,10,2,0.0,13147
787,2014,4,Santa Cruz,1560,14,24145,10,10,0,0,0.0,25703
788,2014,4,Santa Fe,8707,99962,359293,36718,21098,8690,824,0.0,527471
789,2014,4,Santiago Del Estero,1246,8913,24181,4359,6020,0,0,0.0,39301
790,2014,4,Tierra Del Fuego,120,2830,31489,20,0,0,0,0.0,31786
791,2014,4,Tucumán,170,28746,85091,20631,2733,1960,0,0.0,137414
792,2014,3,Buenos Aires,7355,128187,2281524,156693,68947,2430,4232,0.0,2647181
793,2014,3,Capital Federal,8400,78016,1060145,10217,70907,950,6626,0.0,1318799
794,2014,3,Catamarca,190,8845,13790,1915,1110,0,0,0.0,24680
795,2014,3,Chaco,3980,14731,41934,5428,1274,50,0,0.0,63770
796,2014,3,Chubut,2013,6281,60771,340,0,0,0,0.0,69099
797,2014,3,Córdoba,6600,98992,435692,28992,18888,840,664,0.0,583972
798,2014,3,Corrientes,210,15448,41717,5181,1172,0,0,0.0,63539
799,2014,3,Entre Ríos,1709,2971,91450,12569,131,0,48,0.0,136796
800,2014,3,Formosa,2001,8323,14202,1324,850,0,0,0.0,25935
801,2014,3,Jujuy,1270,10979,20216,2305,820,0,0,0.0,33709
802,2014,3,La Pampa,6458,6645,41009,240,50,40,10,0.0,54155
803,2014,3,La Rioja,100,4785,9720,1337,610,0,0,0.0,15913
804,2014,3,Mendoza,350,0,167763,310,120,130,1,0.0,167855
805,2014,3,Misiones,6400,13637,53510,5928,1606,0,1,0.0,75322
806,2014,3,Neuquén,1522,3099,80090,1070,2865,100,27,0.0,87720
807,2014,3,Río Negro,364,5189,86868,870,1944,80,9,0.0,97745
808,2014,3,Salta,7320,17481,66026,8314,3880,0,0,0.0,92941
809,2014,3,San Juan,80,4870,51276,0,0,0,0,0.0,51771
810,2014,3,San Luis,80,0,13029,0,0,30,0,0.0,13040
811,2014,3,Santa Cruz,1950,1624,24248,10,10,0,0,0.0,26069
812,2014,3,Santa Fe,823,112593,357615,23962,12124,380,806,0.0,515368
813,2014,3,Santiago Del Estero,7910,9914,23826,2867,1420,0,0,0.0,37540
814,2014,3,Tierra Del Fuego,120,3360,32348,20,0,0,0,0.0,32698
815,2014,3,Tucumán,60,32716,84668,14101,5590,40,0,0.0,132054
816,2014,2,Buenos Aires,6902,162274,2288772,140226,56549,2840,4309,0.0,2659316
817,2014,2,Capital Federal,8470,81431,1078213,87359,56004,590,6427,0.0,1310340
818,2014,2,Catamarca,190,8844,13794,1915,1110,0,0,0.0,24683
819,2014,2,Chaco,4120,14854,41530,5418,1085,50,0,0.0,63304
820,2014,2,Chubut,2064,6582,61868,0,0,0,0,0.0,70514
821,2014,2,Córdoba,2105,101598,429536,28698,14824,760,627,0.0,577464
822,2014,2,Corrientes,200,15563,41219,5199,9560,0,0,0.0,62957
823,2014,2,Entre Ríos,2187,32781,86757,12564,1162,0,44,0.0,135495
824,2014,2,Formosa,2032,8218,13944,1321,850,0,0,0.0,25600
825,2014,2,Jujuy,1873,11233,18851,2305,820,0,0,0.0,34344
826,2014,2,La Pampa,7032,6761,34089,180,50,40,10,0.0,47919
827,2014,2,La Rioja,100,4785,9719,1337,610,0,0,0.0,15912
828,2014,2,Mendoza,350,60,166710,310,100,50,10,0.0,166807
829,2014,2,Misiones,5400,13644,53245,5924,1334,20,0,0.0,74689
830,2014,2,Neuquén,1531,3206,79087,920,2289,20,30,0.0,86237
831,2014,2,Río Negro,3468,5507,84978,780,1569,20,8,0.0,95610
832,2014,2,Salta,530,18818,64440,8293,3880,0,0,0.0,91992
833,2014,2,San Juan,100,5070,51129,0,0,0,0,0.0,51646
834,2014,2,San Luis,70,0,13045,0,0,10,2,0.0,13055
835,2014,2,Santa Cruz,1530,1637,25374,20,0,0,0,0.0,27166
836,2014,2,Santa Fe,8515,115197,353559,23939,10058,340,792,0.0,512094
837,2014,2,Santiago Del Estero,1231,9914,23842,2867,1420,0,0,0.0,37996
838,2014,2,Tierra Del Fuego,120,3340,31198,20,0,0,0,0.0,31546
839,2014,2,Tucumán,60,32714,84675,14101,5590,40,0,0.0,132059
840,2014,1,Buenos Aires,8469,171244,2279875,121787,38923,2060,4037,0.0,2624542
841,2014,1,Capital Federal,8520,88826,1096050,70293,38798,550,6208,0.0,1301081
842,2014,1,Catamarca,190,9147,13330,1672,640,0,0,0.0,24232
843,2014,1,Chaco,4380,15849,40869,4644,7410,50,0,0.0,62546
844,2014,1,Chubut,7452,100,61329,0,0,0,0,0.0,68791
845,2014,1,Córdoba,2076,107705,423114,24112,9818,400,588,0.0,567453
846,2014,1,Corrientes,200,16357,40742,4486,6300,0,0,0.0,62235
847,2014,1,Entre Ríos,2177,35206,85248,10828,7460,0,43,0.0,134248
848,2014,1,Formosa,2062,8475,13685,1133,670,0,0,0.0,25422
849,2014,1,Jujuy,1832,11498,18415,2002,560,0,0,0.0,33803
850,2014,1,La Pampa,7434,6535,32501,170,50,40,10,0.0,46506
851,2014,1,La Rioja,100,5111,9390,1165,350,0,0,0.0,15711
852,2014,1,Mendoza,350,60,166655,190,100,60,9,0.0,166740
853,2014,1,Misiones,5450,1446,52852,5139,9580,0,0,0.0,73954
854,2014,1,Neuquén,4133,9870,77148,840,1582,20,22,0.0,83958
855,2014,1,Río Negro,467,4618,84304,730,1062,10,8,0.0,94736
856,2014,1,Salta,530,19677,64061,7192,3140,0,0,0.0,91297
857,2014,1,San Juan,5310,20,51056,0,0,0,0,0.0,51589
858,2014,1,San Luis,70,30,12544,0,10,0,2,0.0,12557
859,2014,1,Santa Cruz,1610,1625,24972,10,10,0,0,0.0,26760
860,2014,1,Santa Fe,8456,124468,345225,20328,6845,230,668,0.0,506013
861,2014,1,Santiago Del Estero,1234,10531,22817,2422,1090,0,0,0.0,37113
862,2014,1,Tierra Del Fuego,120,6070,30902,60,0,0,0,0.0,31527
863,2014,1,Tucumán,60,34672,83210,11779,3620,30,0,0.0,130032
