,Año,Trimestre,Provincia,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,OTROS,Total
325,2019,3,Misiones,470,1928,43530,29375,11256,16107,16650,12206.0,131099
326,2019,3,Neuquén,450,2258,62909,4586,9597,16923,28458,1220.0,124898
327,2019,3,Río Negro,470,1234,87435,2348,9779,10176,15505,17719.0,144243
328,2019,3,Salta,490,9000,43160,6223,14309,11418,12357,7515.0,151938
329,2019,3,San Juan,220,1710,68315,2245,1267,410,128,4779.0,76968
330,2019,3,San Luis,570,1000,18643,5113,4670,62242,5,36075.0,122702
331,2019,3,Santa Cruz,280,840,31612,4472,1203,270,4,0.0,37430
332,2019,3,Santa Fe,6400,8184,242454,193286,107068,84325,97082,19537.0,752576
333,2019,3,Santiago Del Estero,390,1832,35554,55172,3612,860,1836,34501.0,132632
334,2019,3,Tierra Del Fuego,60,140,32133,4692,1756,820,226,9648.0,48557
335,2019,3,Tucumán,160,1100,71043,47693,24354,8430,20385,0.0,164444
336,2019,2,Buenos Aires,199768,46852,1436259,217785,438663,502275,985767,43438.0,3870807
337,2019,2,Capital Federal,740,1027,281370,124087,239691,296155,475991,0.0,1418395
338,2019,2,Catamarca,340,430,16631,867,6049,340,10,2151.0,33622
339,2019,2,Chaco,690,1383,38488,26431,16789,15348,9904,1492.0,109904
340,2019,2,Chubut,660,3952,69032,10049,1495,740,165,45.0,89333
341,2019,2,Córdoba,810,8165,248427,100512,157458,170159,76053,8938.0,769793
342,2019,2,Corrientes,100,3012,40424,27774,13114,11928,7119,608.0,109461
343,2019,2,Entre Ríos,180,5905,100687,52316,23196,24221,10664,17206.0,234213
344,2019,2,Formosa,111,3490,26512,5399,8384,2639,2258,1000.0,46751
345,2019,2,Jujuy,270,9400,26233,8441,267,270,2600,21765.0,86733
346,2019,2,La Pampa,2360,3289,75406,5191,1366,1445,629,2661.0,90223
347,2019,2,La Rioja,90,110,39819,4297,4857,130,1298,0.0,50304
348,2019,2,Mendoza,200,2522,205165,2971,10092,1256,234,0.0,222260
349,2019,2,Misiones,470,2226,45769,27385,15408,18882,8129,12206.0,130052
350,2019,2,Neuquén,3020,3038,61776,4688,17318,2121,14132,4220.0,122886
351,2019,2,Río Negro,3840,1354,86366,2201,10291,12407,6907,18519.0,138429
352,2019,2,Salta,490,9740,59638,36923,16961,14059,6461,7585.0,142650
353,2019,2,San Juan,220,2130,60913,2177,7850,70,4,6119.0,70240
354,2019,2,San Luis,570,1020,16575,4964,4670,57236,5,37977.0,117383
355,2019,2,Santa Cruz,250,840,24861,3806,1202,280,4,0.0,30010
356,2019,2,Santa Fe,3210,8427,300124,125176,129741,100131,49865,22323.0,736108
357,2019,2,Santiago Del Estero,390,1832,63268,21362,3741,1080,1205,34501.0,126056
358,2019,2,Tierra Del Fuego,60,1230,41824,4241,1573,960,32,0.0,47895
359,2019,2,Tucumán,160,1570,78891,44296,24291,6280,18394,0.0,166673
360,2019,1,Buenos Aires,162513,72296,1429964,202511,576428,576859,705769,6369.0,3732709
361,2019,1,Capital Federal,740,7417,283787,131007,330122,365713,283463,0.0,1401583
362,2019,1,Catamarca,340,1708,18761,6443,5606,290,7,2151.0,34739
363,2019,1,Chaco,690,3801,38719,25632,18965,12393,6368,1035.0,106982
364,2019,1,Chubut,660,3938,71077,6571,7870,740,165,0.0,82678
365,2019,1,Córdoba,810,20403,242769,96997,200681,127965,50716,6806.0,746418
366,2019,1,Corrientes,100,647,38402,26562,15498,9688,5029,0.0,101659
367,2019,1,Entre Ríos,180,9217,107013,50068,28957,18146,7619,12142.0,233180
368,2019,1,Formosa,111,3023,23085,5301,9027,2099,1654,0.0,45299
369,2019,1,Jujuy,270,2817,30727,7811,4021,300,1141,37162.0,83736
370,2019,1,La Pampa,2360,8327,70538,4466,1061,1354,405,6980.0,87085
371,2019,1,La Rioja,90,1169,40285,4088,5216,170,869,0.0,51653
372,2019,1,Mendoza,200,1786,205383,2837,5702,1110,140,0.0,215979
373,2019,1,Misiones,470,5946,45266,2589,19111,16552,5167,7654.0,125633
374,2019,1,Neuquén,1328,3055,52360,1781,21452,17135,11026,6105.0,114242
375,2019,1,Río Negro,3840,1583,84845,2037,13615,9567,5076,3719.0,120826
376,2019,1,Salta,490,4232,59244,36473,2291,10861,2242,10.0,136012
377,2019,1,San Juan,220,2290,62380,2660,5200,30,2,5600.0,63982
378,2019,1,San Luis,570,1200,21380,53214,3450,60,2,23577.0,98701
379,2019,1,Santa Cruz,250,1280,21990,2731,7020,260,4,0.0,25606
380,2019,1,Santa Fe,3330,2935,296798,122959,153212,74575,36502,18591.0,732320
381,2019,1,Santiago Del Estero,390,3372,62895,20691,3959,850,494,0.0,91535
382,2019,1,Tierra Del Fuego,60,1310,38851,3623,6410,800,29,0.0,43361
383,2019,1,Tucumán,160,5188,82240,42877,2621,8470,14839,0.0,172217
384,2018,4,Buenos Aires,134673,73761,1422463,194426,577679,949093,265386,19125.0,3636606
385,2018,4,Capital Federal,740,7388,283281,143309,330496,437662,186810,0.0,1389020
386,2018,4,Catamarca,340,1669,17955,6425,5461,290,7,2003.0,33583
387,2018,4,Chaco,690,3405,36437,25633,18965,12393,6368,0.0,103270
388,2018,4,Chubut,660,3917,66061,6215,5310,6230,165,1144.0,78722
389,2018,4,Córdoba,810,24102,228475,97277,201639,128053,48809,8903.0,737339
390,2018,4,Corrientes,100,6438,37376,26562,15498,9688,5029,0.0,100601
391,2018,4,Entre Ríos,180,8769,94780,50027,29002,18146,7612,13693.0,222047
392,2018,4,Formosa,111,3074,22962,5285,9027,2092,1654,0.0,45204
393,2018,4,Jujuy,270,2803,30727,7811,4021,300,1141,43573.0,90133
394,2018,4,La Pampa,2410,7727,70508,3661,9780,1328,270,9230.0,85636
395,2018,4,La Rioja,90,1164,40285,4088,5216,170,869,30.0,51651
396,2018,4,Mendoza,200,1463,197450,2494,4726,190,132,0.0,206304
397,2018,4,Misiones,470,5981,43267,26019,19226,16566,5167,0.0,116273
398,2018,4,Neuquén,1328,3044,52313,1781,21452,17135,11025,6287.0,114365
399,2018,4,Río Negro,3840,1225,83412,6430,1344,9569,5070,3094.0,116837
400,2018,4,Salta,490,3659,58492,36365,2291,10861,2242,0.0,134578
401,2018,4,San Juan,220,1465,59811,1800,3120,10,1,6060.0,62398
402,2018,4,San Luis,570,1090,19164,53183,1190,620,2,23635.0,96331
403,2018,4,Santa Cruz,250,1150,23107,7790,2060,10,4,5310.0,24768
404,2018,4,Santa Fe,3350,31397,276301,121009,152039,74432,36427,2845.0,720390
405,2018,4,Santiago Del Estero,390,325,61347,20127,3686,770,483,3260.0,89335
406,2018,4,Tierra Del Fuego,60,270,29919,6323,9894,240,67,0.0,46260
407,2018,4,Tucumán,160,5244,82089,42766,26111,8470,14839,920.0,172004
408,2018,3,Buenos Aires,9910,80459,1445733,190805,63609,897964,237248,120464.0,3609754
409,2018,3,Capital Federal,730,8493,287919,147253,370677,41502,165055,0.0,1394490
410,2018,3,Catamarca,340,1994,18475,6358,532,340,7,2151.0,34373
411,2018,3,Chaco,700,3503,38729,24916,20335,11085,5667,1035.0,105340
412,2018,3,Chubut,670,3951,91096,6162,5310,6230,164,0.0,102594
413,2018,3,Córdoba,810,24767,224471,96372,221984,109333,39854,649.0,723352
414,2018,3,Corrientes,110,6754,38364,24953,16601,8357,4419,0.0,99459
415,2018,3,Entre Ríos,180,9048,96095,45651,31353,15111,6786,0.0,204062
416,2018,3,Formosa,111,3365,22624,5259,9336,1729,1434,0.0,44857
417,2018,3,Jujuy,3450,302,29048,7756,4066,390,623,0.0,44897
418,2018,3,La Pampa,2420,8417,68507,3153,9200,1189,216,6980.0,83342
419,2018,3,La Rioja,90,1291,40647,4138,5425,200,339,0.0,51869
420,2018,3,Mendoza,200,1525,199297,2476,4727,270,129,0.0,208201
421,2018,3,Misiones,480,5749,39617,24747,21212,14674,4547,0.0,110594
422,2018,3,Neuquén,1396,2244,55822,1647,23785,15218,9718,6105.0,115935
423,2018,3,Río Negro,4090,5221,75929,5120,14912,847,4332,3719.0,113504
424,2018,3,Salta,1160,3721,61795,32782,25582,9224,502,0.0,133722
425,2018,3,San Juan,220,1326,62525,1800,3120,30,1,0.0,64369
426,2018,3,San Luis,570,1090,19170,5294,1190,630,2,1902.0,74362
427,2018,3,Santa Cruz,260,1160,32815,7780,2060,10,3,0.0,33945
428,2018,3,Santa Fe,4670,36786,269211,115907,162545,62479,31266,13911.0,692572
429,2018,3,Santiago Del Estero,410,255,60260,19116,3806,640,265,0.0,86102
430,2018,3,Tierra Del Fuego,60,1870,41569,227,2310,240,13,0.0,44300
431,2018,3,Tucumán,160,5993,81559,43282,27062,9410,12187,0.0,171040
432,2018,2,Buenos Aires,1009,81354,1459443,295457,816056,536049,199589,113357.0,3502314
433,2018,2,Capital Federal,730,9234,290291,219166,445345,264805,142253,0.0,1371167
434,2018,2,Catamarca,340,2414,14624,6112,4347,360,6,65.0,34073
435,2018,2,Chaco,700,2968,34167,24282,21887,9251,4630,1035.0,98290
436,2018,2,Chubut,670,4471,85598,5369,40,50,9,501.0,100533
437,2018,2,Córdoba,810,21779,219630,102596,244291,78852,34950,811.0,710289
438,2018,2,Corrientes,110,7047,38268,24066,17926,678,3862,0.0,97960
439,2018,2,Entre Ríos,180,8179,94459,4457,34281,12012,5920,0.0,199439
440,2018,2,Formosa,111,3568,22409,5176,9727,1313,1243,0.0,44546
441,2018,2,Jujuy,3450,332,29319,8083,3977,440,7,0.0,45095
442,2018,2,La Pampa,2440,8797,68083,2409,9650,9690,179,6980.0,82344
443,2018,2,La Rioja,90,1384,40679,4198,564,200,15,0.0,51945
444,2018,2,Mendoza,200,1658,164596,5150,2660,170,72,33788.0,200932
445,2018,2,Misiones,480,6092,39489,23569,23747,11888,3866,0.0,108699
446,2018,2,Neuquén,1396,2408,56035,1314,26417,12442,8551,6105.0,114668
447,2018,2,Río Negro,4090,5298,75056,5230,1648,6663,3725,3975.0,112129
448,2018,2,Salta,1160,399,61763,33285,28431,7239,182,0.0,135006
449,2018,2,San Juan,220,1378,57591,110,0,30,0,5068.0,64073
450,2018,2,San Luis,570,1010,11992,110,0,70,2,9284.0,21454
451,2018,2,Santa Cruz,260,1200,28600,6550,1000,10,3,4267.0,33772
452,2018,2,Santa Fe,7440,34267,262603,112143,17554,50525,26512,22257.0,684591
453,2018,2,Santiago Del Estero,410,2717,41362,18721,3278,310,31,17589.0,83770
454,2018,2,Tierra Del Fuego,60,1880,40912,2217,750,0,0,1070.0,43505
455,2018,2,Tucumán,160,6735,79899,44968,27059,1084,8784,1305.0,169850
456,2018,1,Buenos Aires,1514,74766,1445752,292732,886678,480237,184203,105818.0,3471700
457,2018,1,Capital Federal,890,10039,292566,222737,487826,227953,127384,0.0,1368594
458,2018,1,Catamarca,340,2896,14770,6145,3539,410,4,65.0,33929
459,2018,1,Chaco,700,3261,32516,24488,23296,8219,3897,1035.0,96782
460,2018,1,Chubut,670,4314,83161,5358,40,50,9,501.0,97928
461,2018,1,Córdoba,2810,23922,222815,1043,266259,57137,29228,10049.0,713991
462,2018,1,Corrientes,110,5005,37152,24038,19068,589,3256,0.0,94420
463,2018,1,Entre Ríos,180,8861,90080,45599,37401,9818,5071,0.0,196848
464,2018,1,Formosa,111,3803,10092,5117,10061,1091,1046,0.0,32320
465,2018,1,Jujuy,3450,4807,27219,8044,3925,490,4,0.0,44393
466,2018,1,La Pampa,2450,8119,67104,1616,1076,6140,98,3503.0,82375
467,2018,1,La Rioja,90,1485,40680,4217,5831,190,1,0.0,52242
468,2018,1,Mendoza,200,1662,164599,5010,2660,190,72,33788.0,200927
469,2018,1,Misiones,480,47,35820,23291,26223,10241,3219,0.0,103542
470,2018,1,Neuquén,1396,2367,59468,1311,29012,9709,7378,6105.0,116746
471,2018,1,Río Negro,4090,5333,74894,5300,17997,4972,3129,3975.0,111239
472,2018,1,Salta,1160,4459,60334,33088,30771,5145,88,0.0,134001
473,2018,1,San Juan,220,1058,57078,110,0,30,0,5068.0,63240
474,2018,1,San Luis,570,1010,11920,110,0,70,2,9284.0,21382
475,2018,1,Santa Cruz,260,1200,28600,6550,1000,10,3,4267.0,33772
476,2018,1,Santa Fe,1359,33639,262008,108576,1889,39589,22801,23181.0,680053
477,2018,1,Santiago Del Estero,410,291,41298,18914,3449,330,2,17589.0,84236
478,2018,1,Tierra Del Fuego,60,3070,33987,20,0,0,0,1070.0,34409
479,2018,1,Tucumán,160,7472,78811,45675,26405,1218,7082,1305.0,167984
480,2017,4,Buenos Aires,3865,55046,1551194,264645,712513,33514,151747,114182.0,3188332
481,2017,4,Capital Federal,3140,31411,517018,28404,45812,178396,114939,0.0,1584238
482,2017,4,Catamarca,340,3182,15315,5904,2927,430,2,2151.0,29558
483,2017,4,Chaco,700,3432,37144,24088,20123,729,3289,1035.0,96471
484,2017,4,Chubut,670,4313,83676,5355,70,50,9,0.0,93432
485,2017,4,Córdoba,2910,25411,280837,102892,217602,40898,24251,8429.0,700611
486,2017,4,Corrientes,110,522,41080,23686,16046,5053,2675,0.0,93771
487,2017,4,Entre Ríos,1685,9078,95466,45189,3001,7958,4113,0.0,193499
488,2017,4,Formosa,111,4061,13220,4867,6996,9770,824,0.0,32055
489,2017,4,Jujuy,3450,5364,26566,7721,3507,440,3,0.0,43550
490,2017,4,La Pampa,3100,8729,66053,1227,7920,3910,81,3503.0,81086
491,2017,4,La Rioja,90,1488,40777,4083,5813,220,3,0.0,52195
492,2017,4,Mendoza,260,1656,177646,4380,2780,290,81,0.0,180154
493,2017,4,Misiones,1053,39,41723,23131,22262,9091,2735,0.0,103895
494,2017,4,Neuquén,1396,2372,68036,1325,22781,7528,6300,6105.0,115843
495,2017,4,Río Negro,4090,5598,81078,4850,12502,3447,2440,3719.0,109678
496,2017,4,Salta,6360,4275,73284,32842,18968,3559,84,0.0,133648
497,2017,4,San Juan,220,1062,57525,90,0,20,2,0.0,58622
498,2017,4,San Luis,590,1010,12822,80,0,10,7,1902.0,14900
499,2017,4,Santa Cruz,680,780,29073,6550,1000,10,3,0.0,29978
500,2017,4,Santa Fe,3109,34132,309998,108939,151329,30736,19602,14119.0,671964
501,2017,4,Santiago Del Estero,410,3091,43544,18773,3359,320,2,0.0,68842
502,2017,4,Tierra Del Fuego,60,3100,31334,20,0,0,0,0.0,31652
503,2017,4,Tucumán,1050,8164,78750,45241,24318,1303,4367,0.0,162248
504,2017,3,Buenos Aires,6577,51411,1733479,311652,676137,140812,108400,0.0,3028468
505,2017,3,Capital Federal,2830,33924,590689,311411,4263,120675,91917,0.0,1575199
506,2017,3,Catamarca,520,3204,15383,5758,2563,500,1,0.0,27011
507,2017,3,Chaco,950,3496,40059,23008,20307,3827,2004,0.0,92796
508,2017,3,Chubut,4360,3989,71843,2336,30,0,0,0.0,78607
509,2017,3,Córdoba,3270,26154,309161,100113,189302,38131,16741,0.0,679929
510,2017,3,Corrientes,240,5629,44305,22785,15576,2635,1607,0.0,92561
511,2017,3,Entre Ríos,1691,7545,98032,42947,29011,3878,2397,0.0,185501
512,2017,3,Formosa,1063,3716,13752,5187,6056,8990,459,0.0,31132
513,2017,3,Jujuy,3370,5723,26835,7369,2962,410,2,0.0,43269
514,2017,3,La Pampa,3430,8244,64794,8550,5880,3270,51,0.0,75202
515,2017,3,La Rioja,160,1497,40882,3899,5604,230,3,0.0,51924
516,2017,3,Mendoza,320,950,158461,1150,670,290,19,0.0,158818
517,2017,3,Misiones,1058,4123,42900,22808,23913,3843,1881,0.0,100526
518,2017,3,Neuquén,2036,1457,72532,1034,20213,7067,4937,0.0,109276
519,2017,3,Río Negro,4220,5641,83900,3060,10116,2965,1659,0.0,105009
520,2017,3,Salta,6450,4494,78830,32433,1462,2315,63,0.0,133400
521,2017,3,San Juan,310,1077,57582,10,0,20,2,0.0,58695
522,2017,3,San Luis,630,30,12325,70,0,10,7,0.0,12406
523,2017,3,Santa Cruz,1880,230,29102,5420,660,330,1,0.0,29955
524,2017,3,Santa Fe,3116,34019,320017,104453,125339,24536,12982,0.0,624462
525,2017,3,Santiago Del Estero,690,3288,40435,18489,3047,300,2,0.0,65360
526,2017,3,Tierra Del Fuego,90,2970,33858,0,0,0,0,0.0,34164
527,2017,3,Tucumán,1090,8948,83070,45302,20514,1361,655,0.0,159959
528,2017,2,Buenos Aires,7548,47472,1910156,299009,573298,93059,46178,0.0,2976720
529,2017,2,Capital Federal,5560,35663,726223,30497,378571,80234,37977,0.0,1564194
530,2017,2,Catamarca,150,3318,15655,5325,2342,470,1,0.0,26703
531,2017,2,Chaco,1910,3733,42590,22349,18044,3157,545,0.0,90609
532,2017,2,Chubut,4030,4186,73760,188,0,0,0,0.0,80229
533,2017,2,Córdoba,2510,26862,370865,88479,146683,20351,5069,0.0,658560
534,2017,2,Corrientes,150,5912,46483,21776,13043,2218,647,0.0,90094
535,2017,2,Entre Ríos,168,7944,104422,418,23524,2604,823,0.0,182797
536,2017,2,Formosa,1486,3419,14787,4795,4583,7490,139,0.0,29958
537,2017,2,Jujuy,3110,5877,26915,6974,2538,420,1,0.0,42658
538,2017,2,La Pampa,3560,8633,59045,5580,3360,2440,21,0.0,69193
539,2017,2,La Rioja,90,1554,9304,3599,1796,240,2,0.0,16288
540,2017,2,Mendoza,1090,240,177203,920,500,50,22,0.0,177505
541,2017,2,Misiones,1011,4447,47244,22033,21599,2892,570,0.0,99796
542,2017,2,Neuquén,1542,1395,81272,8490,18051,4774,1703,0.0,109586
543,2017,2,Río Negro,9730,5606,88085,2450,799,1921,559,0.0,105379
544,2017,2,Salta,5940,4719,67576,23185,11333,1068,76,0.0,108551
545,2017,2,San Juan,150,1930,58588,0,0,0,4,0.0,58800
546,2017,2,San Luis,80,40,14014,0,0,10,2,0.0,14029
547,2017,2,Santa Cruz,1880,240,30913,5410,660,330,0,0.0,31765
548,2017,2,Santa Fe,4967,38721,311830,92854,97563,16794,4275,0.0,567004
549,2017,2,Santiago Del Estero,260,3539,20384,6432,2802,160,0,0.0,33199
550,2017,2,Tierra Del Fuego,160,2850,35409,0,0,0,0,0.0,35710
551,2017,2,Tucumán,960,9236,83342,42536,17788,1371,21,0.0,154390
552,2017,1,Buenos Aires,6017,83918,2057698,402315,52354,90937,22299,0.0,3186724
553,2017,1,Capital Federal,5100,1409,678922,218487,277195,66536,19881,0.0,1262940
554,2017,1,Catamarca,150,3328,15861,4901,2161,490,0,0.0,26315
555,2017,1,Chaco,1910,3835,44544,21467,15671,3025,314,0.0,89047
556,2017,1,Chubut,4010,4182,73759,1808,0,0,0,0.0,80150
557,2017,1,Córdoba,500,28732,391556,82011,118643,19035,2071,0.0,642098
558,2017,1,Corrientes,150,604,48149,20586,11468,2044,303,0.0,88605
559,2017,1,Entre Ríos,168,808,108379,39146,20562,2254,317,0.0,180418
560,2017,1,Formosa,1535,3538,15473,4446,4058,6350,22,0.0,29707
561,2017,1,Jujuy,3300,6213,27824,6486,2306,440,0,0.0,43203
562,2017,1,La Pampa,3620,9279,57739,3310,1920,1650,11,0.0,68079
563,2017,1,La Rioja,90,1578,9486,3409,1718,220,2,0.0,16224
564,2017,1,Mendoza,1060,150,177201,860,500,50,22,0.0,177485
565,2017,1,Misiones,101,4665,45950,23847,19356,2627,166,0.0,97621
566,2017,1,Neuquén,1547,1418,83813,9020,1513,4223,458,0.0,107491
567,2017,1,Río Negro,9860,5647,89622,2460,6738,1594,200,0.0,105033
568,2017,1,Salta,5790,4861,70922,21554,9386,2670,74,0.0,107643
569,2017,1,San Juan,80,1920,58588,0,0,0,4,0.0,58792
570,2017,1,San Luis,80,40,14014,0,0,10,2,0.0,14029
571,2017,1,Santa Cruz,1900,230,31078,4740,680,300,0,0.0,31863
572,2017,1,Santa Fe,4966,39463,340418,77152,83008,15775,1831,0.0,562613
573,2017,1,Santiago Del Estero,260,3772,21659,6218,2786,170,0,0.0,34478
574,2017,1,Tierra Del Fuego,160,2850,35409,0,0,0,0,0.0,35710
575,2017,1,Tucumán,960,9682,86470,39155,15951,1383,13,0.0,152750
576,2016,4,Buenos Aires,6055,86281,2085605,403575,467398,72348,17279,0.0,3138541
577,2016,4,Capital Federal,5170,1477,704324,225723,264582,53506,16756,0.0,1266885
578,2016,4,Catamarca,150,3478,16519,4889,2077,540,0,0.0,27032
579,2016,4,Chaco,1910,3983,45634,21323,14887,2586,250,0.0,88854
580,2016,4,Chubut,4010,4493,73951,1352,0,0,0,0.0,80197
581,2016,4,Córdoba,500,2938,404645,77966,108368,15458,1606,0.0,637473
582,2016,4,Corrientes,150,6109,48995,20187,10908,1645,234,0.0,88093
583,2016,4,Entre Ríos,168,8253,110296,38491,19509,1801,280,0.0,180310
584,2016,4,Formosa,1573,3519,15791,4114,3855,6490,17,0.0,29518
585,2016,4,Jujuy,3030,6225,27778,6143,2134,430,0,0.0,42626
586,2016,4,La Pampa,3680,9789,56694,160,3350,1320,11,0.0,67345
587,2016,4,La Rioja,90,1646,9635,3334,1675,130,3,0.0,16315
588,2016,4,Mendoza,1140,160,177194,790,490,50,20,0.0,177477
589,2016,4,Misiones,101,4783,47454,23433,18371,2215,126,0.0,97392
590,2016,4,Neuquén,1539,1406,84859,7920,14153,3073,271,0.0,106093
591,2016,4,Río Negro,9980,2953,92967,2480,6317,1174,122,0.0,104779
592,2016,4,Salta,5770,5027,71636,20787,8611,2390,70,0.0,106947
593,2016,4,San Juan,80,2200,58608,0,0,0,4,0.0,58840
594,2016,4,San Luis,80,40,14014,0,0,10,2,0.0,14029
595,2016,4,Santa Cruz,1890,230,31369,3420,800,100,0,0.0,32013
596,2016,4,Santa Fe,4966,40102,349722,74401,77667,13155,1529,0.0,561542
597,2016,4,Santiago Del Estero,260,3925,22246,6178,2664,150,0,0.0,35054
598,2016,4,Tierra Del Fuego,160,2850,35409,0,0,0,0,0.0,35710
599,2016,4,Tucumán,960,10021,87994,37721,14389,14,10,0.0,151631
600,2016,3,Buenos Aires,5856,107945,2148475,39353,399116,529,13318,0.0,3121140
601,2016,3,Capital Federal,3310,9950,759028,208249,240856,38341,13886,0.0,1261686
602,2016,3,Catamarca,150,4038,16183,4845,1853,500,0,0.0,26984
603,2016,3,Chaco,1900,5227,46821,21193,13746,2022,217,0.0,89416
604,2016,3,Chubut,4660,519,74375,6740,0,0,0,0.0,80705
605,2016,3,Córdoba,480,41329,415075,75988,99225,11691,1322,0.0,644678
606,2016,3,Corrientes,150,7425,49471,19956,10006,1263,210,0.0,88346
607,2016,3,Entre Ríos,1768,10657,110844,38665,17737,1307,248,0.0,181226
608,2016,3,Formosa,1723,4277,15581,3964,3658,6480,10,0.0,29861
609,2016,3,Jujuy,2860,6878,27425,5943,1978,310,0,0.0,42541
610,2016,3,La Pampa,3740,10187,55792,150,2240,1140,11,0.0,66717
611,2016,3,La Rioja,90,2349,9686,3316,1562,110,2,0.0,16935
612,2016,3,Mendoza,370,100,178186,730,480,50,17,0.0,178376
613,2016,3,Misiones,101,603,48871,23394,17043,1559,91,0.0,97998
614,2016,3,Neuquén,1531,1527,87404,6800,12541,2118,225,0.0,106026
615,2016,3,Río Negro,1007,6026,90689,2070,5953,7900,99,0.0,104771
616,2016,3,Salta,1107,6922,71214,20229,8099,1970,50,0.0,107818
617,2016,3,San Juan,80,2450,58577,0,0,0,2,0.0,58832
618,2016,3,San Luis,70,40,14077,0,0,10,2,0.0,14091
619,2016,3,Santa Cruz,1890,220,31904,2210,520,90,0,0.0,32397
620,2016,3,Santa Fe,3958,49501,360606,72657,69864,1021,1308,0.0,568104
621,2016,3,Santiago Del Estero,260,5097,22747,6216,2497,90,0,0.0,36592
622,2016,3,Tierra Del Fuego,160,2850,35080,0,0,0,0,0.0,35381
623,2016,3,Tucumán,1270,12247,87970,36518,1315,1288,4,0.0,151304
624,2016,2,Buenos Aires,10786,133385,2250898,335296,334723,31494,11933,0.0,3108515
625,2016,2,Capital Federal,4352,1736,859039,146091,21301,19597,13477,0.0,1257302
626,2016,2,Catamarca,150,5736,14742,4567,1496,470,1,0.0,26604
627,2016,2,Chaco,1970,8063,45823,20346,1209,1571,201,0.0,88291
628,2016,2,Chubut,5720,5421,73078,7750,0,0,0,0.0,79846
629,2016,2,Córdoba,2580,5705,437547,7198,82618,8355,1242,0.0,659050
630,2016,2,Corrientes,410,10018,47916,192,8851,8030,191,0.0,87020
631,2016,2,Entre Ríos,4734,16368,115000,36917,15522,8490,205,0.0,189595
632,2016,2,Formosa,1675,5401,14370,3569,3218,5930,10,0.0,28836
633,2016,2,Jujuy,2561,8292,25301,5589,175,30,0,0.0,43496
634,2016,2,La Pampa,4290,10616,63928,150,1190,960,11,0.0,75214
635,2016,2,La Rioja,100,3151,9043,319,1344,30,5,0.0,16746
636,2016,2,Mendoza,4370,300,176922,610,440,50,20,0.0,177519
637,2016,2,Misiones,1973,7899,49586,21385,1482,1073,96,0.0,96832
638,2016,2,Neuquén,1916,1691,88854,5830,10241,1285,208,0.0,104778
639,2016,2,Río Negro,1189,6107,92158,1940,4877,5200,86,0.0,105131
640,2016,2,Salta,216,10123,70875,18759,7129,1400,49,0.0,109235
641,2016,2,San Juan,100,2730,57589,0,0,0,4,0.0,57876
642,2016,2,San Luis,120,40,13931,0,0,10,2,0.0,13950
643,2016,2,Santa Cruz,2440,260,31995,1420,200,0,0,0.0,32427
644,2016,2,Santa Fe,9486,67325,374960,68505,60469,6509,1277,0.0,588531
645,2016,2,Santiago Del Estero,7040,6705,22208,5943,2108,10,0,0.0,37669
646,2016,2,Tierra Del Fuego,160,2860,38773,0,0,0,0,0.0,39075
647,2016,2,Tucumán,2310,18515,83945,33891,1131,1032,2,0.0,148926
648,2016,1,Buenos Aires,7351,9788,2214760,289929,247372,8315,9529,0.0,2875136
649,2016,1,Capital Federal,231,43686,869048,178665,192644,6577,10838,0.0,1303768
650,2016,1,Catamarca,150,6102,14653,4241,1334,420,1,0.0,26388
651,2016,1,Chaco,1940,8755,46304,19388,10587,1238,184,0.0,86650
652,2016,1,Chubut,940,5095,72396,1066,0,0,0,0.0,78651
653,2016,1,Córdoba,1480,59484,414452,65763,66455,4143,1039,0.0,611484
654,2016,1,Corrientes,290,1069,47833,18375,7911,5260,170,0.0,85534
655,2016,1,Entre Ríos,2864,17749,104137,35104,14057,4570,165,0.0,174533
656,2016,1,Formosa,1738,5731,14163,3229,2906,5440,5,0.0,28316
657,2016,1,Jujuy,2543,8558,22383,5188,1623,0,0,0.0,40295
658,2016,1,La Pampa,4260,11065,52117,150,780,710,11,0.0,63783
659,2016,1,La Rioja,100,3382,9060,298,1254,20,3,0.0,16691
660,2016,1,Mendoza,2350,210,175376,470,430,50,17,0.0,175744
661,2016,1,Misiones,9590,8502,50061,19195,13363,7790,68,0.0,92927
662,2016,1,Neuquén,172,1737,86310,4790,7893,1430,171,0.0,98453
663,2016,1,Río Negro,1171,6105,90038,2030,4246,770,81,0.0,101921
664,2016,1,Salta,1119,10765,65646,17748,6643,1190,31,0.0,102071
665,2016,1,San Juan,90,3090,56447,0,0,0,2,0.0,56767
666,2016,1,San Luis,80,40,13645,0,0,10,2,0.0,13660
667,2016,1,Santa Cruz,1680,290,32188,80,0,0,0,0.0,32393
668,2016,1,Santa Fe,6492,71565,353525,64117,51293,3754,1063,0.0,551809
669,2016,1,Santiago Del Estero,7030,7219,22805,5769,1898,0,0,0.0,38394
670,2016,1,Tierra Del Fuego,160,2850,33003,0,0,0,0,0.0,33304
671,2016,1,Tucumán,1060,20092,84008,3149,10046,8710,0,0.0,146613
672,2015,4,Buenos Aires,7985,100303,2253197,27456,240188,3835,8180,0.0,2888246
