,Provincia,Partido,Localidad,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
2365,SALTA,Rosario de Lerma,La Silleta,103,0,0,220,0,1,0,78,402
2366,SALTA,Rosario de Lerma,Rosario de Lerma,119,403,0,26,10,1,0,23,423
2367,SALTA,Rosario de Lerma,La Merced Del Encón,0,0,0,175,0,0,0,82,257
2368,SALTA,San Carlos,Angastaco,0,0,0,7,0,0,0,39,46
2369,SALTA,San Carlos,Animaná,0,0,0,0,0,1,0,51,52
2370,SALTA,San Carlos,El Barrial,0,0,0,0,400,0,0,0,400
2371,SALTA,San Carlos,San Carlos,0,0,0,1,0,2,0,94,97
2372,SALTA,Santa Victoria,Campo La Cruz,0,0,0,0,50,0,0,0,50
2373,SALTA,Santa Victoria,Los Toldos,0,0,0,2,0,0,0,41,43
2374,SALTA,Santa Victoria,Nazareno,0,0,0,61,135,0,0,0,196
2375,SALTA,Santa Victoria,Poscaya,0,0,0,0,30,0,0,0,30
2376,SALTA,Santa Victoria,San Marcos,0,0,0,0,30,0,0,0,30
2377,SALTA,Santa Victoria,Santa Victoria,0,0,0,74,0,5,0,200,279
2378,SALTA,Santa Victoria,Acoyte,0,0,0,0,0,0,0,10,10
2379,SAN JUAN,25 de Mayo,Villa Santa Rosa,0,0,0,0,0,0,0,54,54
2380,SAN JUAN,25 de Mayo,Tupelí,0,0,0,0,0,0,0,60,60
2381,SAN JUAN,25 de Mayo,Villa Borjas - La Chimbera,0,0,0,0,0,0,0,80,80
2382,SAN JUAN,25 de Mayo,Villa Borjas,0,0,0,0,0,0,0,6,6
2383,SAN JUAN,9 de Julio,9 de Julio,0,0,0,125,0,1,0,116,242
2384,SAN JUAN,9 de Julio,Colonia Fiorito,0,0,0,0,0,0,0,5,5
2385,SAN JUAN,9 de Julio,Las Chacritas,0,0,0,0,0,0,0,99,99
2386,SAN JUAN,9 de Julio,OTROS,0,0,0,0,0,1,0,0,1
2387,SAN JUAN,9 de Julio,Alto de Sierra,0,0,0,0,0,0,0,5,5
2388,SAN JUAN,Albardón,El Rincón,509,0,5,0,0,0,0,10,524
2389,SAN JUAN,Albardón,OTROS,0,0,0,0,300,0,0,0,300
2390,SAN JUAN,Albardón,Villa General San Martín - Campo Afuera,0,0,0,0,0,0,0,180,180
2391,SAN JUAN,Albardón,Villa General San Martin,0,0,0,0,0,0,0,24,24
2392,SAN JUAN,Angaco,OTROS,0,0,0,0,72,0,0,0,72
2393,SAN JUAN,Angaco,Villa El Salvador - Villa Sefair,0,0,0,0,0,0,0,93,93
2394,SAN JUAN,Angaco,Villa El Salvador,0,0,0,0,0,0,0,30,30
2395,SAN JUAN,Calingasta,Barreal - Villa Pituil,0,0,1,0,0,0,0,129,129
2396,SAN JUAN,Calingasta,Calingasta,0,0,0,0,0,5,0,370,375
2397,SAN JUAN,Calingasta,Tamberías,0,0,1,0,0,0,0,130,131
2398,SAN JUAN,Calingasta,Barreal,0,0,0,0,0,1,0,0,1
2399,SAN JUAN,Capital,San Juan,1281,2291,227,1078,358,5,0,673,5705
2400,SAN JUAN,Caucete,Bermejo,0,0,0,0,0,1,0,0,1
2401,SAN JUAN,Caucete,Caucete,101,0,0,0,25,0,0,514,402
2402,SAN JUAN,Caucete,Vallecito,0,0,0,0,250,0,0,4,254
2403,SAN JUAN,Caucete,Villa Independencia,0,0,0,0,0,0,0,12,12
2404,SAN JUAN,Chimbas,Chimbas,294,0,6,942,0,0,0,195,584
2405,SAN JUAN,Chimbas,Villa Paula Albarracin,0,0,0,0,0,0,0,83,83
2406,SAN JUAN,Iglesia,Angualasto,0,0,0,0,0,0,0,38,38
2407,SAN JUAN,Iglesia,Bella Vista,0,0,0,0,0,2,0,43,45
2408,SAN JUAN,Iglesia,Iglesia,0,0,0,0,0,21,0,79,100
2409,SAN JUAN,Iglesia,Las Flores,0,0,0,0,0,2,0,111,113
2410,SAN JUAN,Iglesia,Pismanta,0,0,0,0,0,3,0,18,21
2411,SAN JUAN,Iglesia,Rodeo,0,0,0,0,10,0,0,472,482
2412,SAN JUAN,Iglesia,Tudcum,0,0,0,0,0,1,0,89,90
2413,SAN JUAN,Jáchal,San Isidro,0,0,0,0,0,0,0,97,97
2414,SAN JUAN,Jáchal,San José de Jáchal,0,0,1,381,0,3,0,711,11
2415,SAN JUAN,Jáchal,Tamberías,0,0,0,0,0,0,0,62,62
2416,SAN JUAN,Jáchal,Villa Mercedes,0,0,0,0,0,8,0,170,178
2417,SAN JUAN,Jáchal,Gran China,0,0,0,0,0,0,0,82,82
2418,SAN JUAN,Jáchal,Huaco,0,0,0,0,0,0,0,109,109
2419,SAN JUAN,Jáchal,Pampa Vieja,0,0,0,0,0,0,0,86,86
2420,SAN JUAN,Jáchal,El Médano,0,0,0,0,0,0,0,25,25
2421,SAN JUAN,Jáchal,Mogna,0,0,0,0,0,0,0,5,5
2422,SAN JUAN,Jáchal,Niquivil,0,0,0,0,0,0,0,25,25
2423,SAN JUAN,Jáchal,Villa Malvinas Argentinas,0,0,0,0,0,0,0,25,25
2424,SAN JUAN,OTROS,OTROS,0,0,0,0,454,0,0,0,454
2425,SAN JUAN,Pocito,Villa Aberastain - La Rinconada,549,0,4,0,0,1,0,199,753
2426,SAN JUAN,Pocito,Villa Centenario,0,0,0,0,0,0,0,56,56
2427,SAN JUAN,Pocito,Villa Barbosa - Villa Nacusi,0,0,0,0,0,0,0,98,98
2428,SAN JUAN,Pocito,Quinto Cuartel,0,0,0,0,0,0,0,124,124
2429,SAN JUAN,Pocito,Villa Aberastain,0,0,0,0,0,0,0,10,10
2430,SAN JUAN,Pocito,Barrio Ruta 40,0,0,0,0,0,0,0,14,14
2431,SAN JUAN,Pocito,Carpintería,0,0,0,0,0,0,0,14,14
2432,SAN JUAN,Rawson,Rawson,1632,0,12,0,0,4,0,987,1732
2433,SAN JUAN,Rawson,Villa Krause,0,0,0,0,0,0,0,271,271
2434,SAN JUAN,Rawson,El Medanito,0,0,0,0,0,0,0,32,32
2435,SAN JUAN,Rawson,Villa Bolaños,0,0,0,0,0,0,0,313,313
2436,SAN JUAN,Rivadavia,Rivadavia,203,0,12,132,15,1,0,22,438
2437,SAN JUAN,San Martín,San Isidro (Est. Los Angacos),2,0,0,0,0,0,0,4,6
2438,SAN JUAN,San Martín,Villa San Martín,0,0,0,0,210,1,0,20,231
2439,SAN JUAN,San Martín,Villa Don Bosco (Est. Angaco Sud),0,0,0,3,0,0,0,73,76
2440,SAN JUAN,San Martín,Villa El Salvador,0,0,0,0,0,0,0,12,12
2441,SAN JUAN,San Martín,Dos Acequias (Est. Los Angacos),0,0,0,0,0,0,0,41,41
2442,SAN JUAN,San Martín,Barrio Sadop,0,0,0,0,0,0,0,2,2
2443,SAN JUAN,San Martín,Villa Dominguito (Est. Puntilla Blanca),0,0,0,0,0,0,0,2,2
2444,SAN JUAN,Santa Lucía,Santa Lucía,24,0,11,119,15,0,0,2,454
2445,SAN JUAN,Santa Lucía,Alto de Sierra,0,0,0,0,0,0,0,36,36
2446,SAN JUAN,Sarmiento,Cañada Honda,0,0,0,1,0,2,0,1,4
2447,SAN JUAN,Sarmiento,Cienaguita,0,0,0,1,0,0,0,1,2
2448,SAN JUAN,Sarmiento,Las Lagunas,0,0,0,0,0,1,0,0,1
2449,SAN JUAN,Sarmiento,Los Berros,0,0,0,2,0,0,0,68,70
2450,SAN JUAN,Sarmiento,Villa Media Agua,0,0,0,1,0,0,0,161,162
2451,SAN JUAN,Sarmiento,Pedernal,0,0,0,0,0,0,0,11,11
2452,SAN JUAN,Sarmiento,Divisadero,0,0,0,0,0,0,0,11,11
2453,SAN JUAN,Sarmiento,Guanacache,0,0,0,0,0,0,0,8,8
2454,SAN JUAN,Sarmiento,Punta del Médano,0,0,0,0,0,0,0,1,1
2455,SAN JUAN,Ullum,Villa Ibáñez,0,0,1,0,0,0,0,411,412
2456,SAN JUAN,Valle Fértil,Astica,0,0,0,0,0,0,0,30,30
2457,SAN JUAN,Valle Fértil,OTROS,0,0,0,0,190,0,0,0,190
2458,SAN JUAN,Valle Fértil,Villa San Agustín,0,0,0,1,0,3,0,260,264
2459,SAN JUAN,Zonda,Villa Basilio Nievas,0,0,0,0,0,0,0,351,351
2460,SAN LUIS,Ayacucho,Candelaria,0,0,0,0,0,0,0,103,103
2461,SAN LUIS,Ayacucho,La Majada,0,0,0,0,0,0,0,211,211
2462,SAN LUIS,Ayacucho,Leandro N. Alem,0,0,0,0,0,0,0,13,13
2463,SAN LUIS,Ayacucho,Luján,0,0,0,0,0,0,0,112,112
2464,SAN LUIS,Ayacucho,OTROS,0,0,0,0,0,3,0,0,3
2465,SAN LUIS,Ayacucho,Quines,0,0,0,0,0,1,0,162,162
2466,SAN LUIS,Ayacucho,Río Juan Gómez,0,0,0,0,0,0,0,72,72
2467,SAN LUIS,Ayacucho,San Francisco del Monte de Oro,0,0,0,0,0,0,0,165,165
2468,SAN LUIS,Ayacucho,San Miguel,0,0,0,0,0,1,0,0,1
2469,SAN LUIS,Ayacucho,Pampa Grande,0,0,0,2,0,0,0,0,2
2470,SAN LUIS,Ayacucho,Lomas Blancas,0,0,0,0,0,0,0,37,37
2471,SAN LUIS,Belgrano,La Calera,0,0,0,71,0,0,0,349,420
2472,SAN LUIS,Belgrano,Los Molles,0,0,0,0,0,0,0,263,263
2473,SAN LUIS,Belgrano,Nogolí,0,0,0,108,0,0,0,690,798
2474,SAN LUIS,Belgrano,San Pedro,0,0,0,0,0,0,0,25,25
2475,SAN LUIS,Belgrano,Villa de la Quebrada,0,0,0,137,0,0,0,818,955
2476,SAN LUIS,Belgrano,Villa General Roca,0,0,0,22,0,0,0,138,160
2477,SAN LUIS,Chacabuco,Concarán,0,0,0,0,0,2,0,202,202
2478,SAN LUIS,Chacabuco,Cortaderas,0,0,0,5,0,0,0,101,101
2479,SAN LUIS,Chacabuco,Naschel,0,0,0,0,0,0,0,118,118
2480,SAN LUIS,Chacabuco,Papagayos,0,0,0,0,0,0,0,58,58
2481,SAN LUIS,Chacabuco,Renca,0,0,0,0,0,0,0,173,173
2482,SAN LUIS,Chacabuco,San Pablo,0,0,0,0,0,0,0,85,85
2483,SAN LUIS,Chacabuco,Tilisarao,0,0,0,0,0,0,0,172,172
2484,SAN LUIS,Chacabuco,Villa del Carmen,0,0,0,0,0,0,0,394,394
2485,SAN LUIS,Chacabuco,Villa Larca,0,0,0,0,0,0,0,634,634
2486,SAN LUIS,Chacabuco,El Algarrobal,0,0,0,3,0,0,0,0,3
2487,SAN LUIS,Coronel Pringles,Carolina,0,0,0,0,0,0,0,366,366
2488,SAN LUIS,Coronel Pringles,El Trapiche,0,0,0,0,0,0,0,183,183
2489,SAN LUIS,Coronel Pringles,Fraga,0,0,0,119,0,0,0,478,597
2490,SAN LUIS,Coronel Pringles,La Bajada,0,0,0,0,0,0,0,64,64
2491,SAN LUIS,Coronel Pringles,La Florida,0,0,0,0,0,0,0,322,322
2492,SAN LUIS,Coronel Pringles,La Toma,100,0,0,0,0,0,0,24,25
2493,SAN LUIS,Coronel Pringles,OTROS,0,0,0,0,0,27,0,0,27
2494,SAN LUIS,Coronel Pringles,Río Grande,0,0,0,0,0,0,0,214,214
2495,SAN LUIS,Coronel Pringles,Saladillo,0,0,0,1,0,0,0,174,175
2496,SAN LUIS,Coronel Pringles,El Durazno,0,0,0,0,0,0,0,77,77
2497,SAN LUIS,General Pedernera,Juan Jorba,0,0,0,0,0,0,0,131,131
2498,SAN LUIS,General Pedernera,Juan Llerena,0,0,0,0,0,0,0,124,124
2499,SAN LUIS,General Pedernera,Justo Daract,175,0,4,0,0,0,0,197,215
2500,SAN LUIS,General Pedernera,La Punilla,0,0,0,0,0,0,0,155,155
2501,SAN LUIS,General Pedernera,Lavaisse,0,0,0,0,0,0,0,66,66
2502,SAN LUIS,General Pedernera,San José del Morro,0,0,0,0,0,0,0,209,209
2503,SAN LUIS,General Pedernera,Villa Mercedes,179,2473,95,276,101,0,0,117,3869
2504,SAN LUIS,General Pedernera,Villa Salles,0,0,0,0,0,0,0,23,23
2505,SAN LUIS,General Pedernera,La Angelina,0,0,0,0,0,0,0,16,16
2506,SAN LUIS,Gobernador Dupuy,Anchorena,0,0,1,0,0,0,0,250,251
2507,SAN LUIS,Gobernador Dupuy,Arizona,0,0,3,0,0,0,0,307,310
2508,SAN LUIS,Gobernador Dupuy,Bagual,0,0,0,0,0,0,0,70,70
2509,SAN LUIS,Gobernador Dupuy,Batavia,0,0,0,0,0,2,0,175,177
2510,SAN LUIS,Gobernador Dupuy,Buena Esperanza,0,0,1,0,0,1,0,999,1
2511,SAN LUIS,Gobernador Dupuy,Fortín El Patria,0,0,0,0,0,0,0,154,154
2512,SAN LUIS,Gobernador Dupuy,Fortuna,0,0,1,0,0,0,0,289,290
2513,SAN LUIS,Gobernador Dupuy,La Maroma,0,0,0,0,0,1,0,0,1
2514,SAN LUIS,Gobernador Dupuy,Martín de Loyola,0,0,0,0,0,3,0,45,48
2515,SAN LUIS,Gobernador Dupuy,Nahuel Mapá,0,0,0,0,0,0,0,27,27
2516,SAN LUIS,Gobernador Dupuy,Navia,0,0,0,0,0,2,0,121,123
2517,SAN LUIS,Gobernador Dupuy,Nueva Galia,0,0,0,0,0,0,0,568,568
2518,SAN LUIS,Gobernador Dupuy,Unión,0,0,0,0,0,0,0,845,845
2519,SAN LUIS,Gobernador Dupuy,Los Overos,0,0,0,0,0,2,0,0,2
2520,SAN LUIS,Junín,Carpinteria,149,10,0,0,0,0,0,973,113
2521,SAN LUIS,Junín,Cerro de Oro,13,14,0,74,0,0,0,289,390
2522,SAN LUIS,Junín,Lafinur,0,0,0,0,0,0,0,165,165
2523,SAN LUIS,Junín,Los Cajones,0,0,0,0,0,0,0,197,197
2524,SAN LUIS,Junín,Los Molles,0,0,0,0,0,0,0,596,596
2525,SAN LUIS,Junín,Merlo,722,62,0,926,0,0,0,55,721
2526,SAN LUIS,Junín,Santa Rosa del Conlara,142,0,0,0,0,0,0,198,212
2527,SAN LUIS,Junín,Talita,0,0,0,0,0,2,0,253,255
2528,SAN LUIS,La Capital,Alto Pelado,0,0,0,0,0,0,0,79,79
2529,SAN LUIS,La Capital,Alto Pencoso,0,0,0,1,0,0,0,97,98
2530,SAN LUIS,La Capital,Balde,0,0,0,1,0,5,0,236,242
2531,SAN LUIS,La Capital,Beazley,0,0,0,0,0,0,0,225,225
2532,SAN LUIS,La Capital,Cazador,0,0,0,0,0,0,0,49,49
2533,SAN LUIS,La Capital,Chosmes,0,0,0,0,0,0,0,9,9
2534,SAN LUIS,La Capital,Desaguadero,0,0,0,1,0,0,0,86,87
2535,SAN LUIS,La Capital,El Volcán,0,28,0,0,0,0,0,13,132
2536,SAN LUIS,La Capital,Jarilla,0,0,0,0,0,0,0,36,36
2537,SAN LUIS,La Capital,Juana Koslay,419,0,2,31,0,0,0,354,399
2538,SAN LUIS,La Capital,Potrero de los Funes,0,0,0,0,0,0,0,438,438
2539,SAN LUIS,La Capital,Salinas del Bebedero,0,0,0,0,0,0,0,43,43
2540,SAN LUIS,La Capital,San Jerónimo,0,0,0,0,0,0,0,200,200
2541,SAN LUIS,La Capital,San Luis,277,1731,84,879,84,3,0,2049,4162
2542,SAN LUIS,La Capital,Zanjitas,0,0,0,0,0,0,0,100,100
2543,SAN LUIS,La Capital,La Punta,0,131,0,630,0,0,0,0,194
2544,SAN LUIS,La Capital,Las Barrancas,0,0,0,0,0,1,0,34,35
2545,SAN LUIS,La Capital,Varela,0,0,0,0,0,0,0,24,24
2546,SAN LUIS,Libertador Grl. San Martín,La Ramada,0,0,0,0,0,0,0,22,22
2547,SAN LUIS,Libertador Grl. San Martín,La Vertiente,0,0,0,0,0,2,0,49,51
2548,SAN LUIS,Libertador Grl. San Martín,Las Aguadas,0,0,0,0,0,0,0,59,59
2549,SAN LUIS,Libertador Grl. San Martín,Las Chacras,0,0,0,0,0,5,0,68,73
2550,SAN LUIS,Libertador Grl. San Martín,Las Lagunas,0,0,0,0,0,0,0,52,52
2551,SAN LUIS,Libertador Grl. San Martín,Paso Grande,0,0,0,47,0,0,0,283,330
2552,SAN LUIS,Libertador Grl. San Martín,Potrerillo,0,0,0,0,0,0,0,68,68
2553,SAN LUIS,Libertador Grl. San Martín,San Martín,1,0,1,75,0,0,0,363,440
2554,SAN LUIS,Libertador Grl. San Martín,Villa de Praga,0,0,0,0,0,1,0,228,229
2555,SAN LUIS,Libertador Grl. San Martín,El Puesto,0,0,0,0,0,0,0,12,12
2556,SAN LUIS,OTROS,OTROS,0,0,0,0,70,0,0,0,70
2557,SANTA CRUZ,Corpen Aike,Comandante Luis Piedrabuena,612,560,2,0,1,1,0,42,122
2558,SANTA CRUZ,Corpen Aike,Puerto Santa Cruz,683,0,4,510,1,3,0,0,12
2559,SANTA CRUZ,Deseado,Caleta Olivia,0,828,0,720,2,6,0,460,947
2560,SANTA CRUZ,Deseado,Cañadón Seco,0,0,0,2,0,3,0,118,123
2561,SANTA CRUZ,Deseado,Jaramillo,0,0,0,0,0,4,0,86,90
2562,SANTA CRUZ,Deseado,Las Heras,0,0,0,236,1,1,0,106,343
2563,SANTA CRUZ,Deseado,Pico Truncado,0,0,0,276,51,1,0,104,385
2564,SANTA CRUZ,Deseado,Puerto Deseado,149,0,9,0,10,22,0,0,153
2565,SANTA CRUZ,Deseado,Tellier,0,0,0,0,0,1,0,0,1
2566,SANTA CRUZ,Güer Aike,28 de Noviembre,0,0,0,10,6,1,0,195,212
2567,SANTA CRUZ,Güer Aike,El Turbio (Est. Gobernador Mayer),0,0,0,0,0,1,0,0,1
2568,SANTA CRUZ,Güer Aike,Río Gallegos,368,1029,173,736,171,15,0,0,1506
2569,SANTA CRUZ,Güer Aike,Yacimientos Río Turbio,261,0,0,0,1,1,0,0,263
2570,SANTA CRUZ,Güer Aike,Mina 3,0,0,0,0,0,2,0,0,2
2571,SANTA CRUZ,Lago Argentino,El Calafate,213,0,0,469,1,9,0,704,753
2572,SANTA CRUZ,Lago Argentino,El Chaltén,0,0,0,431,5,5,0,2,443
2573,SANTA CRUZ,Lago Argentino,Tres Lagos,0,0,0,0,0,1,0,0,1
2574,SANTA CRUZ,Lago Buenos Aires,Los Antiguos,0,0,2,0,1,10,0,30,43
2575,SANTA CRUZ,Lago Buenos Aires,Perito Moreno,0,26,7,0,101,5,0,0,271
2576,SANTA CRUZ,Magallanes,Puerto San Julián,849,215,1,0,1,11,0,5,302
2577,SANTA CRUZ,Río Chico,Bajo Caracoles,0,0,0,0,0,1,0,0,1
2578,SANTA CRUZ,Río Chico,Gobernador Gregores,0,0,0,0,1,6,0,0,7
2579,SANTA FE,9 de Julio,Esteban Rams,0,0,0,0,0,2,0,35,37
2580,SANTA FE,9 de Julio,Gato Colorado,0,0,0,0,0,4,0,0,4
2581,SANTA FE,9 de Julio,Gregoria Pérez de Denis (Est. El Nochero),0,0,0,0,0,3,0,144,147
2582,SANTA FE,9 de Julio,Logroño,1,0,0,0,0,0,0,47,48
2583,SANTA FE,9 de Julio,Montefiore,0,0,0,0,0,1,0,17,18
2584,SANTA FE,9 de Julio,Pozo Borrado,0,0,0,0,0,0,0,127,127
2585,SANTA FE,9 de Julio,San Bernardo,0,0,0,0,0,0,0,109,109
2586,SANTA FE,9 de Julio,Santa Margarita,0,0,0,0,0,5,0,96,101
2587,SANTA FE,9 de Julio,Tostado,133,6,0,0,0,2,0,175,309
2588,SANTA FE,9 de Julio,Villa Minetti,0,0,0,0,0,5,0,264,269
2589,SANTA FE,Belgrano,Armstrong,113,0,0,111,0,0,0,38,128
2590,SANTA FE,Belgrano,Bouquet,388,0,0,0,0,0,0,1,389
2591,SANTA FE,Belgrano,Las Parejas,12,0,0,246,0,0,0,124,379
2592,SANTA FE,Belgrano,Las Rosas,128,238,0,474,0,0,0,35,417
2593,SANTA FE,Belgrano,Montes de Oca,591,0,0,607,168,1,0,43,141
2594,SANTA FE,Belgrano,Tortugas,167,0,0,0,0,1,0,0,168
2595,SANTA FE,Caseros,Arequito,64,224,0,0,0,0,0,0,231
2596,SANTA FE,Caseros,Arteaga,68,868,0,0,0,0,0,87,102
2597,SANTA FE,Caseros,Beravebú,0,0,0,0,0,0,0,353,353
2598,SANTA FE,Caseros,Bigand,529,125,0,0,0,0,0,0,178
2599,SANTA FE,Caseros,Casilda,414,19,0,124,0,0,0,113,841
2600,SANTA FE,Caseros,Chabás,115,0,0,620,0,0,0,13,178
2601,SANTA FE,Caseros,Chañar Ladeado,69,730,0,569,0,0,0,0,137
2602,SANTA FE,Caseros,Gödeken,0,531,0,1,0,0,0,0,532
2603,SANTA FE,Caseros,Los Molinos,25,507,0,0,0,0,0,0,532
2604,SANTA FE,Caseros,Los Nogales,0,44,0,0,0,0,0,0,44
2605,SANTA FE,Caseros,Los Quirquinchos,0,0,0,0,0,0,0,815,815
2606,SANTA FE,Caseros,San José de la Esquina,131,198,0,0,0,0,0,3,211
2607,SANTA FE,Caseros,Sanford,88,0,0,378,0,0,0,0,466
2608,SANTA FE,Caseros,Villada,92,1,0,0,0,0,0,0,93
2609,SANTA FE,Castellanos,Aldao (Est. Casablanca),28,0,0,662,0,0,0,58,748
2610,SANTA FE,Castellanos,Angélica,371,0,0,233,0,0,0,7,611
2611,SANTA FE,Castellanos,Ataliva,15,10,0,359,0,0,0,189,573
2612,SANTA FE,Castellanos,Aurelia,0,0,0,0,0,0,0,4,4
2613,SANTA FE,Castellanos,Bauer y Sigel,0,0,0,0,0,0,0,0,0
2614,SANTA FE,Castellanos,Bella Italia,34,316,0,2,0,0,0,4,356
2615,SANTA FE,Castellanos,Castellanos,0,1,0,0,0,0,0,5,6
2616,SANTA FE,Castellanos,Colonia Bicha,72,0,0,165,0,0,0,0,237
2617,SANTA FE,Castellanos,Colonia Cello,0,0,0,0,0,0,0,29,29
2618,SANTA FE,Castellanos,Colonia Margarita,0,10,0,0,0,0,0,0,10
2619,SANTA FE,Castellanos,Colonia Raquel,31,0,0,212,0,0,0,3,246
2620,SANTA FE,Castellanos,Coronel Fraga,0,0,0,0,0,0,0,49,49
2621,SANTA FE,Castellanos,Esmeralda,0,82,0,0,0,0,0,0,82
2622,SANTA FE,Castellanos,Estación Clucellas,0,179,0,0,0,0,0,4,183
2623,SANTA FE,Castellanos,Estación Saguier,0,11,0,0,0,0,0,3,14
2624,SANTA FE,Castellanos,Eusebia y Carolina,27,0,0,148,0,0,0,0,175
2625,SANTA FE,Castellanos,Eustolia,0,0,0,0,0,0,0,4,4
2626,SANTA FE,Castellanos,Humberto Primo,197,53,0,33,0,0,0,262,545
2627,SANTA FE,Castellanos,Josefina,27,77,0,0,0,0,0,1,105
2628,SANTA FE,Castellanos,Lehmann,192,342,0,166,0,0,0,0,700
2629,SANTA FE,Castellanos,María Juana,674,1,0,897,0,0,0,52,162
2630,SANTA FE,Castellanos,Plaza Clucellas,45,283,0,0,0,0,0,0,328
2631,SANTA FE,Castellanos,Plaza Saguier,0,51,0,0,0,0,0,0,51
2632,SANTA FE,Castellanos,Presidente Roca,0,137,0,1,0,0,0,5,143
2633,SANTA FE,Castellanos,Pueblo Marini,0,0,0,0,0,0,0,11,11
2634,SANTA FE,Castellanos,Rafaela,271,2293,0,42,6,2,0,15,3134
2635,SANTA FE,Castellanos,Ramona,1,0,0,0,0,0,0,327,328
2636,SANTA FE,Castellanos,San Antonio,0,10,0,0,0,0,0,59,69
2637,SANTA FE,Castellanos,San Vicente,770,133,0,0,0,0,0,42,215
2638,SANTA FE,Castellanos,Santa Clara de Saguier,160,107,0,0,0,0,0,218,485
2639,SANTA FE,Castellanos,Sunchales,106,21,1,638,0,0,0,67,753
2640,SANTA FE,Castellanos,Susana,0,0,0,326,0,0,0,78,404
2641,SANTA FE,Castellanos,Tacural,437,0,0,494,0,0,0,0,931
2642,SANTA FE,Castellanos,Vila,419,0,0,0,0,0,0,0,419
2643,SANTA FE,Castellanos,Villa San José,0,53,0,0,0,0,0,31,84
2644,SANTA FE,Castellanos,Virginia,0,0,0,0,0,0,0,9,9
2645,SANTA FE,Castellanos,Zenón Pereyra,0,53,0,0,0,0,0,0,53
2646,SANTA FE,Castellanos,Frontera,0,0,0,0,0,0,0,1,1
2647,SANTA FE,Constitución,Alcorta,215,13,0,430,0,0,0,537,248
2648,SANTA FE,Constitución,Bombal,245,132,0,626,0,0,0,0,1
2649,SANTA FE,Constitución,Empalme Villa Constitución,620,0,0,0,0,0,0,0,620
2650,SANTA FE,Constitución,Godoy,0,0,0,0,0,0,0,152,152
2651,SANTA FE,Constitución,Juan B. Molina,350,0,0,0,0,0,0,1,351
2652,SANTA FE,Constitución,Juncal,256,0,0,1,0,0,0,27,284
2653,SANTA FE,Constitución,La Vanguardia,0,0,0,114,0,0,0,0,114
2654,SANTA FE,Constitución,Máximo Paz (Est. Paz),600,321,0,0,0,0,0,271,119
2655,SANTA FE,Constitución,Pavón,99,0,0,0,0,0,0,0,99
2656,SANTA FE,Constitución,Pavón Arriba,0,75,0,471,0,0,0,25,571
2657,SANTA FE,Constitución,Rueda,0,0,0,0,0,0,0,72,72
2658,SANTA FE,Constitución,Santa Teresa,165,56,0,575,0,0,0,103,899
2659,SANTA FE,Constitución,Sargento Cabral,0,0,0,347,0,0,0,102,449
2660,SANTA FE,Constitución,Villa Constitución,432,2,0,559,0,0,0,129,818
2661,SANTA FE,Constitución,Peyrano,0,743,0,0,0,0,0,0,743
2662,SANTA FE,Constitución,Cepeda,0,0,0,0,0,0,0,4,4
2663,SANTA FE,Constitución,General Gelly,189,0,0,0,0,0,0,4,193
2664,SANTA FE,Garay,Cayastá,0,0,0,0,0,0,0,429,429
2665,SANTA FE,Garay,Helvecia,0,440,0,0,0,0,0,205,645
2666,SANTA FE,Garay,Saladero Mariano Cabal,0,0,0,0,0,2,0,64,66
2667,SANTA FE,Garay,Santa Rosa de Calchines,77,941,0,0,0,0,0,0,102
2668,SANTA FE,Garay,Los Zapallos,0,67,0,0,67,0,0,0,134
2669,SANTA FE,General López,Aarón Castellanos (Est. Castellanos),0,0,0,0,0,0,0,36,36
2670,SANTA FE,General López,Amenábar,155,0,0,0,0,0,0,80,235
2671,SANTA FE,General López,Cafferata,246,0,0,1,0,0,0,0,247
2672,SANTA FE,General López,Cañada del Ucle,222,0,0,0,0,0,0,200,422
2673,SANTA FE,General López,Carmen,0,0,0,0,40,0,0,100,140
2674,SANTA FE,General López,Carreras,0,1,0,0,0,0,0,274,275
2675,SANTA FE,General López,Chapuy,0,1,0,0,0,0,0,0,1
2676,SANTA FE,General López,Chovet,0,1,0,0,0,2,0,0,3
2677,SANTA FE,General López,Christophersen,0,0,0,15,0,0,0,78,93
2678,SANTA FE,General López,Diego de Alvear,206,0,0,64,0,0,0,108,378
2679,SANTA FE,General López,Elortondo,486,129,0,0,0,0,0,70,185
2680,SANTA FE,General López,Firmat,276,148,0,332,0,0,0,0,508
2681,SANTA FE,General López,Hughes,0,0,0,139,0,0,0,0,139
2682,SANTA FE,General López,La Chispa,0,0,0,0,0,0,0,71,71
2683,SANTA FE,General López,Maggiolo,78,0,0,0,1,0,0,50,129
2684,SANTA FE,General López,María Teresa,21,104,0,0,1,0,0,30,109
2685,SANTA FE,General López,Melincué (Est. San Urbano),0,0,0,0,0,0,0,201,201
2686,SANTA FE,General López,Miguel Torres,0,1,0,0,0,0,0,0,1
2687,SANTA FE,General López,Murphy,0,0,0,717,0,0,0,0,717
2688,SANTA FE,General López,Rufino,124,47,0,595,0,0,0,0,724
2689,SANTA FE,General López,San Eduardo,152,0,0,153,0,0,0,0,305
2690,SANTA FE,General López,San Francisco de Santa Fe,0,0,0,45,0,1,0,0,46
