,Provincia,Partido,Localidad,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general
0,BUENOS AIRES,25 de Mayo,25 de Mayo,874,454,0,3,0,852,0,706,698
1,BUENOS AIRES,25 de Mayo,Del Valle,181,0,0,0,10,1,0,0,192
2,BUENOS AIRES,25 de Mayo,Gobernador Ugarte,0,0,0,0,0,0,0,181,181
3,BUENOS AIRES,25 de Mayo,Norberto de la Riestra,0,782,0,6,167,0,0,327,128
4,BUENOS AIRES,25 de Mayo,Lucas Monteverde,0,0,0,0,0,0,0,6,6
5,BUENOS AIRES,25 de Mayo,Ernestina,66,0,0,0,0,0,0,0,66
6,BUENOS AIRES,25 de Mayo,Pedernales,568,0,0,0,0,0,0,7,575
7,BUENOS AIRES,9 de Julio,12 de Octubre,0,0,0,0,0,0,0,19,19
8,BUENOS AIRES,9 de Julio,9 de Julio,431,335,82,623,83,1,0,831,1489
9,BUENOS AIRES,9 de Julio,Alfredo Demarchi  (Est. Facundo Quiroga),450,0,0,0,60,0,0,0,510
10,BUENOS AIRES,9 de Julio,Dudignac,0,0,1,0,0,0,0,463,464
11,BUENOS AIRES,9 de Julio,Manuel B. Gonnet  (Est. French),199,0,0,2,2,0,0,0,203
12,BUENOS AIRES,9 de Julio,Villa General Fournier  (Est. 9 de Julio Sud),0,0,0,118,0,0,0,42,160
13,BUENOS AIRES,9 de Julio,Patricios,81,0,0,0,0,0,0,0,81
14,BUENOS AIRES,Adolfo Alsina,Carhué,780,0,1,142,1,0,0,283,248
15,BUENOS AIRES,Adolfo Alsina,Maza,0,0,0,390,0,2,0,14,406
16,BUENOS AIRES,Adolfo Alsina,Rivera,0,0,0,12,0,0,0,0,12
17,BUENOS AIRES,Adolfo Alsina,Colonia San Miguel Arcángel,0,0,0,208,0,0,0,0,208
18,BUENOS AIRES,Adolfo Alsina,Esteban Agustín Gascón,0,0,0,60,0,0,0,0,60
19,BUENOS AIRES,Adolfo Gonzales Chaves,Adolfo Gonzales Chaves  (Est. Chaves),549,0,2,943,0,0,0,313,181
20,BUENOS AIRES,Adolfo Gonzales Chaves,De la Garma,0,0,0,654,6,0,0,57,717
21,BUENOS AIRES,Adolfo Gonzales Chaves,Juan E. Barra,0,0,0,0,0,0,0,46,46
22,BUENOS AIRES,Adolfo Gonzales Chaves,Vásquez,0,0,0,0,0,0,0,14,14
23,BUENOS AIRES,Alberti,Alberti   (Est. Andrés Vaccarezza),457,0,6,1,0,0,0,8,472
24,BUENOS AIRES,Alberti,Mechita,285,0,0,0,0,0,0,0,285
25,BUENOS AIRES,Almirante Brown,Adrogué,214,93,59,1144,2,1,0,26,2104
26,BUENOS AIRES,Almirante Brown,Burzaco,142,1663,35,1133,40,2,0,310,2849
27,BUENOS AIRES,Almirante Brown,Claypole,5,765,3,414,13,0,0,2,1181
28,BUENOS AIRES,Almirante Brown,Don Orione,0,541,0,0,0,0,0,1,541
29,BUENOS AIRES,Almirante Brown,Glew,55,823,10,1165,12,0,0,54,2001
30,BUENOS AIRES,Almirante Brown,Jose Mármol,0,743,1,141,2,0,0,1,885
31,BUENOS AIRES,Almirante Brown,Longchamps,30,966,20,1474,24,0,0,1,2447
32,BUENOS AIRES,Almirante Brown,Malvinas Argentinas,2,542,3,44,2,0,0,1,547
33,BUENOS AIRES,Almirante Brown,Ministro Rivadavia,3,347,4,407,4,0,0,1,755
34,BUENOS AIRES,Almirante Brown,Rafael Calzada,37,1055,15,993,193,0,0,340,2106
35,BUENOS AIRES,Almirante Brown,San Francisco Solano,26,43,4,325,131,0,0,2,771
36,BUENOS AIRES,Almirante Brown,San Jose,3,938,2,167,0,3,0,1,955
37,BUENOS AIRES,Arrecifes,Arrecifes,906,115,12,439,60,1,0,188,84
38,BUENOS AIRES,Arrecifes,Todd,0,0,0,304,0,0,0,0,304
39,BUENOS AIRES,Arrecifes,Viña,50,60,0,0,0,0,0,0,110
40,BUENOS AIRES,Avellaneda,Avellaneda,149,866,48,59,68,5,0,80,1625
41,BUENOS AIRES,Avellaneda,Crucesita,1,489,0,283,2,0,0,0,771
42,BUENOS AIRES,Avellaneda,Dock Sud,11,675,0,242,12,0,0,26,314
43,BUENOS AIRES,Avellaneda,Gerli,3,597,0,453,0,0,0,0,1051
44,BUENOS AIRES,Avellaneda,Pineyro,9,595,1,24,0,0,0,0,836
45,BUENOS AIRES,Avellaneda,Sarandí,194,997,67,119,4,3,0,1,2388
46,BUENOS AIRES,Avellaneda,Villa Domínico,16,881,2,711,11,0,0,626,1658
47,BUENOS AIRES,Avellaneda,Wilde,205,1246,66,1334,8,0,0,87,2801
48,BUENOS AIRES,Ayacucho,Ayacucho,205,0,2,0,0,0,0,139,219
49,BUENOS AIRES,Ayacucho,La Constancia,0,0,0,0,0,0,0,10,10
50,BUENOS AIRES,Ayacucho,Solanet,0,0,0,0,0,0,0,27,27
51,BUENOS AIRES,Ayacucho,Udaquiola,0,0,0,0,0,1,0,46,47
52,BUENOS AIRES,Azul,Azul,242,1392,51,56,65,2,0,115,1766
53,BUENOS AIRES,Azul,Cacharí,0,0,2,0,0,0,0,521,523
54,BUENOS AIRES,Azul,Chillar,0,0,0,0,0,1,0,565,566
55,BUENOS AIRES,Bahía Blanca,Bahía Blanca,469,10321,402,997,493,14,0,276,12154
56,BUENOS AIRES,Bahía Blanca,Cabildo,0,193,4,6,5,0,0,153,361
57,BUENOS AIRES,Bahía Blanca,General Daniel Cerri  (Est. General Cerri),373,149,1,0,0,0,0,15,188
58,BUENOS AIRES,Bahía Blanca,Ingeniero White,0,0,0,1,0,8,0,0,9
59,BUENOS AIRES,Balcarce,Balcarce,15,1109,38,37,47,0,0,883,136
60,BUENOS AIRES,Balcarce,Los Pinos,0,0,0,0,9,0,0,30,39
61,BUENOS AIRES,Balcarce,Napaleofú,0,0,0,15,0,0,0,50,65
62,BUENOS AIRES,Balcarce,Ramos Otero,0,0,0,0,0,0,0,8,8
63,BUENOS AIRES,Balcarce,San Agustín,0,0,0,0,3,0,0,72,75
64,BUENOS AIRES,Balcarce,Villa Laguna La Brava,0,0,0,0,0,0,0,42,42
65,BUENOS AIRES,Baradero,Baradero,173,69,0,3,0,1,0,809,944
66,BUENOS AIRES,Baradero,Villa Alsina  (Est. Alsina),120,0,0,0,0,0,0,150,270
67,BUENOS AIRES,Baradero,Irineo Portela,0,0,0,1,0,1,0,76,78
68,BUENOS AIRES,Baradero,Santa Coloma,0,0,0,0,0,0,0,53,53
69,BUENOS AIRES,Benito Juárez,Barker,0,0,1,10,0,3,0,70,84
70,BUENOS AIRES,Benito Juárez,Benito Juárez  (Est. Juárez),782,0,20,563,4,1,0,147,152
71,BUENOS AIRES,Benito Juárez,López,0,0,0,4,0,0,0,12,16
72,BUENOS AIRES,Benito Juárez,Villa Cacique  (Est. Alfredo Fortabat),0,0,0,20,0,1,0,100,121
73,BUENOS AIRES,Berazategui,Berazategui,162,1763,42,242,57,6,0,49,436
74,BUENOS AIRES,Berazategui,Berazategui Oeste,16,74,0,1524,0,0,0,0,1534
75,BUENOS AIRES,Berazategui,Carlos Tomás Sourigues,17,147,0,162,0,0,0,0,311
76,BUENOS AIRES,Berazategui,Centro Agrícola El Pato,202,146,0,0,0,0,0,16,35
77,BUENOS AIRES,Berazategui,Guillermo E. Hudson,130,648,2,9,3,0,0,0,1561
78,BUENOS AIRES,Berazategui,Juan María Gutierrez,501,223,4,306,0,0,0,90,588
79,BUENOS AIRES,Berazategui,Pereyra,9,242,1,310,0,0,0,0,562
80,BUENOS AIRES,Berazategui,Plátanos,0,194,0,22,1,0,0,0,414
81,BUENOS AIRES,Berazategui,Ranelagh,39,295,13,737,0,1,0,0,1037
82,BUENOS AIRES,Berazategui,Villa España,2,122,0,212,0,0,0,0,334
83,BUENOS AIRES,Berisso,Berisso,42,1254,23,719,29,0,0,368,2435
84,BUENOS AIRES,Berisso,Villa Nueva,0,0,0,132,0,0,0,250,382
85,BUENOS AIRES,Berisso,Barrio El Carmen (Este),0,0,0,132,0,0,0,250,382
86,BUENOS AIRES,Berisso,Villa Arguello,0,0,0,132,0,0,0,250,382
87,BUENOS AIRES,Berisso,Villa Progreso,0,0,0,132,0,0,0,250,382
88,BUENOS AIRES,Bolívar,OTROS,0,1,0,1,0,0,0,0,2
89,BUENOS AIRES,Bolívar,Pirovano,0,0,0,0,50,0,0,45,95
90,BUENOS AIRES,Bolívar,San Carlos de Bolívar  (Est. Bolívar),963,514,2,0,0,1,0,255,636
91,BUENOS AIRES,Bolívar,Urdampilleta,0,0,6,2,6,0,0,71,85
92,BUENOS AIRES,Bolívar,Hale,10,0,0,0,0,0,0,0,10
93,BUENOS AIRES,Bragado,Bragado,674,414,10,127,0,0,0,212,516
94,BUENOS AIRES,Bragado,General O'Brien,321,0,0,83,0,0,0,36,440
95,BUENOS AIRES,Bragado,Irala,0,2,0,0,0,0,0,22,24
96,BUENOS AIRES,Bragado,Mechita (Est. Mecha),10,8,0,0,0,0,0,8,26
97,BUENOS AIRES,Bragado,Warnes,135,0,0,0,9,0,0,7,151
98,BUENOS AIRES,Bragado,Comodoro Py,0,0,0,220,0,0,0,2,222
99,BUENOS AIRES,Bragado,Olascoaga,0,0,0,0,0,0,0,40,40
100,BUENOS AIRES,Brandsen,Coronel Brandsen,18,5,0,153,2,0,0,114,448
101,BUENOS AIRES,Brandsen,Jeppener,676,0,0,2,0,0,0,0,678
102,BUENOS AIRES,Campana,Campana,198,1777,1,978,18,5,0,43,2959
103,BUENOS AIRES,Campana,Lomas del Río Luján (Est. Río Luján),0,50,0,0,0,0,0,0,50
104,BUENOS AIRES,Campana,Alto Los Cardales,0,0,0,106,0,0,0,41,147
105,BUENOS AIRES,Campana,Barrio Los Pioneros,0,0,0,0,0,0,0,40,40
106,BUENOS AIRES,Campana,Chacras Del Río Luján,0,0,0,0,0,0,0,35,35
107,BUENOS AIRES,Cañuelas,Alejandro Petión,206,858,7,0,0,0,0,44,111
108,BUENOS AIRES,Cañuelas,Barrio El Taladro,0,0,0,200,0,0,0,0,200
109,BUENOS AIRES,Cañuelas,Cañuelas,123,514,33,226,0,1,0,526,919
110,BUENOS AIRES,Cañuelas,Máximo Paz,0,274,0,3,0,0,0,270,302
111,BUENOS AIRES,Cañuelas,Santa Rosa,0,0,0,0,0,2,0,233,235
112,BUENOS AIRES,Cañuelas,Uribelarrea,60,0,0,686,0,0,0,141,887
113,BUENOS AIRES,Cañuelas,Vicente Casares,228,0,2,0,0,0,0,25,255
114,BUENOS AIRES,Cañuelas,Barrio Belgrano-Máximo Paz,0,0,0,0,0,0,0,48,48
115,BUENOS AIRES,Cañuelas,Gobernador Udaondo,0,0,0,0,0,0,0,20,20
116,BUENOS AIRES,Capitán Sarmiento,Capitán Sarmiento,180,396,0,82,0,0,0,89,431
117,BUENOS AIRES,Capitán Sarmiento,La Luisa,0,0,0,0,0,0,0,44,44
118,BUENOS AIRES,Carlos Casares,Cadret,0,0,0,0,1,0,0,48,49
119,BUENOS AIRES,Carlos Casares,Carlos Casares,143,11,8,156,0,0,0,246,547
120,BUENOS AIRES,Carlos Casares,La Sofía,0,0,0,0,0,0,0,1,1
121,BUENOS AIRES,Carlos Casares,Moctezuma,0,0,0,0,0,0,0,161,161
122,BUENOS AIRES,Carlos Casares,Santo Tomás,0,0,0,0,0,0,0,44,44
123,BUENOS AIRES,Carlos Casares,Smith,0,0,0,0,0,0,0,190,190
124,BUENOS AIRES,Carlos Casares,Mauricio Hirsch,0,0,0,0,0,0,0,47,47
125,BUENOS AIRES,Carlos Casares,Bellocq,0,0,1,0,0,0,0,0,1
126,BUENOS AIRES,Carlos Tejedor,Carlos Tejedor,15,123,1,68,0,0,0,506,182
127,BUENOS AIRES,Carlos Tejedor,Colonia Seré,0,0,0,0,0,0,0,81,81
128,BUENOS AIRES,Carlos Tejedor,Tres Algarrobos  (Est. Cuenca),0,0,0,0,0,1,0,198,199
129,BUENOS AIRES,Carlos Tejedor,Curarú,0,0,0,0,0,0,0,16,16
130,BUENOS AIRES,Carlos Tejedor,Timote,0,0,0,0,0,0,0,61,61
131,BUENOS AIRES,Carmen de Areco,Carmen de Areco,388,172,5,0,1,0,0,905,301
132,BUENOS AIRES,Carmen de Areco,Pueblo Gouin,0,0,0,0,0,0,0,31,31
133,BUENOS AIRES,Carmen de Areco,Tres Sargentos,0,0,0,0,0,0,0,107,107
134,BUENOS AIRES,Castelli,Castelli,67,111,0,112,0,2,0,28,233
135,BUENOS AIRES,Castelli,Centro Guerrero,0,0,0,46,0,0,0,3,49
136,BUENOS AIRES,Castelli,Cerro De La Gloria,0,0,0,7,0,0,0,0,7
137,BUENOS AIRES,Chacabuco,Castilla,0,0,0,0,0,0,0,274,274
138,BUENOS AIRES,Chacabuco,Chacabuco,925,994,16,14,16,0,0,2,1091
139,BUENOS AIRES,Chacabuco,O'Higgins,260,0,0,220,0,0,0,12,492
140,BUENOS AIRES,Chacabuco,Rawson,59,0,0,383,0,0,0,134,576
141,BUENOS AIRES,Chascomús,Chascomús,216,757,85,116,85,1,0,0,1106
142,BUENOS AIRES,Chascomús,Manuel J. Cobo  (Est. Lezama),104,188,0,0,0,0,444,0,243
143,BUENOS AIRES,Chascomús,Barrio San Cayetano,0,0,0,132,0,0,0,0,132
144,BUENOS AIRES,Chivilcoy,Chivilcoy,263,905,119,976,119,1,0,317,1607
145,BUENOS AIRES,Chivilcoy,La Rica,39,0,0,0,0,0,0,97,136
146,BUENOS AIRES,Chivilcoy,Moquehuá,0,338,0,546,0,0,0,29,913
147,BUENOS AIRES,Chivilcoy,Ramón Biaus,3,0,0,0,0,0,0,47,50
148,BUENOS AIRES,Chivilcoy,San Sebastián,3,0,0,0,0,0,0,49,52
149,BUENOS AIRES,Chivilcoy,Gorostiaga,55,0,0,0,0,0,0,2,57
150,BUENOS AIRES,Colón,Colón,414,161,0,179,0,0,0,20,757
151,BUENOS AIRES,Colón,Sarasa,0,0,0,0,0,0,0,14,14
152,BUENOS AIRES,Coronel de Marina L. Rosales,Balneario Pehuen Co,0,0,0,0,0,1,0,0,1
153,BUENOS AIRES,Coronel de Marina L. Rosales,Punta Alta  (Est Almirante Solier),852,2057,48,6,0,6,0,0,2148
154,BUENOS AIRES,Coronel de Marina L. Rosales,Villa General Arias  (Est. Kilómetro 638),0,0,0,120,0,0,0,0,120
155,BUENOS AIRES,Coronel de Marina L. Rosales,Pago Chico,0,0,0,0,0,0,0,42,42
156,BUENOS AIRES,Coronel de Marina L. Rosales,Bajo Hondo,0,0,0,30,0,0,0,53,83
157,BUENOS AIRES,Coronel Dorrego,Coronel Dorrego,228,117,3,1,0,0,0,32,143
158,BUENOS AIRES,Coronel Dorrego,El Perdido  (Est. José A. Guisasola),0,0,0,32,0,0,0,5,37
159,BUENOS AIRES,Coronel Dorrego,Oriente,0,0,0,586,0,0,0,48,634
160,BUENOS AIRES,Coronel Dorrego,Balneario Marisol,0,0,0,342,0,0,0,0,342
161,BUENOS AIRES,Coronel Pringles,Coronel Pringles  (Est. Pringles),649,206,3,5,0,0,0,171,288
162,BUENOS AIRES,Coronel Pringles,Indio Rico,0,0,1,24,0,0,0,3,28
163,BUENOS AIRES,Coronel Suárez,Coronel Suárez,817,243,88,161,88,0,0,785,582
164,BUENOS AIRES,Coronel Suárez,Huanguelén,0,0,1,153,0,0,0,546,207
165,BUENOS AIRES,Coronel Suárez,Pasman,0,0,0,0,0,0,0,52,52
166,BUENOS AIRES,Coronel Suárez,San José,0,50,0,795,0,0,0,0,845
167,BUENOS AIRES,Coronel Suárez,Santa María,0,17,0,515,0,0,0,0,532
168,BUENOS AIRES,Coronel Suárez,Santa Trinidad,0,63,0,648,0,0,0,0,711
169,BUENOS AIRES,Coronel Suárez,Villa La Arcadia,0,104,0,72,0,0,0,0,176
170,BUENOS AIRES,Daireaux,Daireaux,281,0,0,0,194,50,0,339,864
171,BUENOS AIRES,Daireaux,Salazar,0,0,0,0,0,0,0,79,79
172,BUENOS AIRES,Dolores,Dolores,157,1107,1,8,0,0,325,0,1298
173,BUENOS AIRES,Dolores,Sevigne,0,0,0,0,0,0,0,1,1
174,BUENOS AIRES,Ensenada,Ensenada,153,1084,17,292,6,0,0,209,1741
175,BUENOS AIRES,Ensenada,Villa Catela,0,0,0,0,0,0,0,7,7
176,BUENOS AIRES,Escobar,Belen de Escobar,261,1704,21,934,333,1,0,97,2945
177,BUENOS AIRES,Escobar,El cazador,0,975,0,223,0,0,0,0,32
178,BUENOS AIRES,Escobar,Garín,444,976,3,365,2,2,0,11,1786
179,BUENOS AIRES,Escobar,Ingeniero Maschwitz,933,426,3,309,1,0,0,300,859
180,BUENOS AIRES,Escobar,Loma Verde,0,0,0,106,0,0,0,0,106
181,BUENOS AIRES,Escobar,Maquinista F. Savio (este),404,453,0,14,2,0,0,14,496
182,BUENOS AIRES,Escobar,Matheu,124,258,2,23,3,2,0,58,391
183,BUENOS AIRES,Esteban Echeverría,9 De Abril,237,667,6,12,1,0,0,153,708
184,BUENOS AIRES,Esteban Echeverría,Canning,3,364,0,105,1,0,0,288,498
185,BUENOS AIRES,Esteban Echeverría,El Jagüel,0,628,0,4,2,2,0,89,637
186,BUENOS AIRES,Esteban Echeverría,Luis Guillón,4,744,2,176,1,0,0,77,928
187,BUENOS AIRES,Esteban Echeverría,Monte Grande,211,2778,61,248,70,4,0,312,5324
188,BUENOS AIRES,Esteban Echeverría,Zona Aeropuerto Internacional Ezeiza,2,0,0,0,0,0,0,0,2
189,BUENOS AIRES,Exaltación de la Cruz,Arroyo de la Cruz,0,0,0,0,0,0,0,164,164
190,BUENOS AIRES,Exaltación de la Cruz,Capilla del Señor  (Est. Capilla),359,0,6,82,0,0,0,0,447
191,BUENOS AIRES,Exaltación de la Cruz,Los Cardales,2,717,2,0,0,2,0,0,717
192,BUENOS AIRES,Exaltación de la Cruz,Parada Orlando,0,0,0,0,0,0,0,5,5
193,BUENOS AIRES,Exaltación de la Cruz,Parada Robles - Pavón,115,0,0,191,0,0,0,164,322
194,BUENOS AIRES,Exaltación de la Cruz,El Remanso,397,0,0,335,0,0,0,43,775
195,BUENOS AIRES,Ezeiza,Aeropuerto Internacional Ezeiza,223,0,3,4,0,1,0,0,231
196,BUENOS AIRES,Ezeiza,Canning,194,18,1,104,1,0,0,150,318
197,BUENOS AIRES,Ezeiza,Carlos Spegazzini,343,582,2,131,164,2,0,1,764
198,BUENOS AIRES,Ezeiza,José Maria Ezeiza,540,1412,13,496,0,2,0,103,1974
199,BUENOS AIRES,Ezeiza,La Unión,107,913,1,752,0,2,0,0,999
200,BUENOS AIRES,Ezeiza,OTROS,3,1,0,5,0,0,0,0,9
201,BUENOS AIRES,Ezeiza,Tristán Suarez,571,1116,5,900,18,0,0,8,1266
202,BUENOS AIRES,Florencio Varela,Bosques,35,77,3,34,13,0,0,266,1142
203,BUENOS AIRES,Florencio Varela,Estanislao Severo Zeballos,7,244,4,403,0,0,0,0,647
204,BUENOS AIRES,Florencio Varela,Florencio Varela,661,1799,30,2382,263,4,0,810,4358
205,BUENOS AIRES,Florencio Varela,Gobernador Julio A. Costa,13,737,6,487,0,0,0,0,788
206,BUENOS AIRES,Florencio Varela,Ingeniero Juan Allan,25,517,0,907,0,0,0,0,858
207,BUENOS AIRES,Florencio Varela,La Capilla,0,0,0,4,0,0,0,0,4
208,BUENOS AIRES,Florencio Varela,la rotonda,357,0,0,0,0,0,0,0,357
209,BUENOS AIRES,Florencio Varela,Villa Brown,0,88,0,280,0,0,0,0,368
210,BUENOS AIRES,Florencio Varela,Villa San Luis,0,363,0,0,0,0,0,0,363
211,BUENOS AIRES,Florencio Varela,Villa Santa Rosa,31,406,1,226,0,0,0,0,432
212,BUENOS AIRES,Florencio Varela,Villa Vatteone,12,438,1,257,0,0,0,0,696
213,BUENOS AIRES,Florentino Ameghino,Blaquier,0,0,0,0,0,1,0,5,6
214,BUENOS AIRES,Florentino Ameghino,Florentino Ameghino,98,0,0,329,0,0,0,0,427
215,BUENOS AIRES,Florentino Ameghino,Porvenir,0,0,0,0,0,0,0,2,2
216,BUENOS AIRES,General Alvarado,Comandante Nicanor Otamendi,0,0,3,930,0,1,0,32,966
217,BUENOS AIRES,General Alvarado,Mar del Sur,0,0,2,0,0,0,0,142,144
218,BUENOS AIRES,General Alvarado,Mechongué,256,0,0,0,0,0,0,3,259
219,BUENOS AIRES,General Alvarado,Miramar,489,166,74,1,76,2,0,960,766
220,BUENOS AIRES,General Alvarado,Centinela Del Mar,0,0,0,0,0,0,0,1,1
221,BUENOS AIRES,General Arenales,Arribeños,271,401,1,201,15,0,0,265,115
222,BUENOS AIRES,General Arenales,Ascensión,12,395,0,0,250,0,0,139,198
223,BUENOS AIRES,General Arenales,Ferré,0,152,0,351,0,0,0,407,910
224,BUENOS AIRES,General Arenales,General Arenales,0,863,1,291,0,0,0,410,156
225,BUENOS AIRES,General Arenales,La Angelita,26,0,0,0,2,0,0,67,95
226,BUENOS AIRES,General Arenales,La Trinidad,0,15,0,1,0,0,0,102,118
227,BUENOS AIRES,General Belgrano,General Belgrano,513,192,5,2,0,1,0,886,332
228,BUENOS AIRES,General Belgrano,Gorchs,0,0,0,0,0,1,0,44,45
229,BUENOS AIRES,General Guido,General Guido,0,0,1,302,0,0,0,228,531
230,BUENOS AIRES,General Guido,Labarden,0,0,0,0,0,0,0,72,72
231,BUENOS AIRES,General Juan Madariaga,General Juan Madariaga,728,486,8,486,0,2,0,0,608
232,BUENOS AIRES,General La Madrid,General La Madrid,251,0,74,115,74,0,0,265,407
233,BUENOS AIRES,General La Madrid,Las Martinetas,0,0,0,0,0,0,0,16,16
234,BUENOS AIRES,General Las Heras,General Las Heras  (Est. Las Heras),272,222,3,19,1,0,0,2,252
235,BUENOS AIRES,General Las Heras,Lozano,0,0,0,0,0,1,0,0,1
236,BUENOS AIRES,General Las Heras,Villars,0,270,1,1,0,0,0,0,272
237,BUENOS AIRES,General Lavalle,General Lavalle,0,358,0,4,0,1,0,69,432
238,BUENOS AIRES,General Lavalle,OTROS,0,0,0,1,0,0,0,0,1
239,BUENOS AIRES,General Lavalle,Pavón,0,0,0,201,22,0,0,3,226
240,BUENOS AIRES,General Lavalle,Chacras de San Clemente,0,0,0,0,0,0,0,1,1
241,BUENOS AIRES,General Paz,Loma Verde,0,0,0,0,0,0,0,214,214
242,BUENOS AIRES,General Paz,Ranchos,124,0,11,773,11,0,0,145,348
243,BUENOS AIRES,General Paz,Villanueva  (Ap. Río Salado),0,0,0,0,0,0,0,181,181
244,BUENOS AIRES,General Pinto,Colonia San Ricardo  (Est. Iriarte),141,0,0,0,0,0,0,121,262
245,BUENOS AIRES,General Pinto,General Pinto,0,0,3,0,0,1,0,0,4
246,BUENOS AIRES,General Pinto,Germania  (Est. Mayor José Orellano),111,0,0,0,0,0,0,0,111
247,BUENOS AIRES,General Pinto,Villa Francia  (Est. Coronel Granada),0,0,0,332,0,2,0,0,334
248,BUENOS AIRES,General Pueyrredón,Barrio Colinas Verdes,0,0,0,0,0,0,0,55,55
249,BUENOS AIRES,General Pueyrredón,Barrio El Boquerón,0,0,0,0,0,0,0,99,99
250,BUENOS AIRES,General Pueyrredón,Barrio El Casal,0,0,0,0,0,0,0,94,94
251,BUENOS AIRES,General Pueyrredón,Barrio El Coyunco,0,0,0,25,0,0,0,87,112
252,BUENOS AIRES,General Pueyrredón,Barrio La Gloria,0,0,0,0,0,0,0,350,350
253,BUENOS AIRES,General Pueyrredón,Barrio Santa Paula,0,0,0,127,0,0,0,97,224
254,BUENOS AIRES,General Pueyrredón,Batán,131,0,0,151,0,1,0,607,344
255,BUENOS AIRES,General Pueyrredón,Chapadmalal,83,0,0,166,0,2,0,479,223
256,BUENOS AIRES,General Pueyrredón,Estación Chapadmalal,246,0,0,93,0,0,0,208,547
257,BUENOS AIRES,General Pueyrredón,Mar del Plata,1528,11949,533,11026,567,10,0,115,24729
258,BUENOS AIRES,General Pueyrredón,OTROS,0,0,0,151,0,0,0,0,151
259,BUENOS AIRES,General Pueyrredón,Sierra de los Padres,468,0,0,210,1,0,0,222,901
260,BUENOS AIRES,General Pueyrredón,Camet,123,0,0,377,0,1,0,357,196
261,BUENOS AIRES,General Pueyrredón,El Marquesado,0,0,0,0,0,0,0,8,8
262,BUENOS AIRES,General Rodríguez,General Rodríguez,129,1067,21,77,607,1,0,509,2627
263,BUENOS AIRES,General Rodríguez,Barrio Ruta 24 Kilómetro 10,0,0,0,2,0,0,0,0,2
264,BUENOS AIRES,General San Martín,Barrio Parque General San Martin,0,0,3,25,0,0,0,2,25
265,BUENOS AIRES,General San Martín,Billinghurst,12,784,0,334,0,0,0,0,413
266,BUENOS AIRES,General San Martín,Ciudad Del Libertador General San Martin,391,2527,5,571,88,4,0,4,3499
267,BUENOS AIRES,General San Martín,OTROS,11,0,0,0,0,0,0,0,11
268,BUENOS AIRES,General San Martín,Va Ma Irene De Los Remedios De Escalada,0,99,0,0,0,0,0,0,99
269,BUENOS AIRES,General San Martín,Villa Ayacucho,0,162,0,439,0,0,0,0,601
270,BUENOS AIRES,General San Martín,Villa Ballester,196,2255,1,733,32,0,0,347,3223
271,BUENOS AIRES,General San Martín,Villa Bernardo Monteagudo,0,548,0,959,0,0,0,0,151
272,BUENOS AIRES,General San Martín,Villa Chacabuco,0,734,0,16,0,0,0,0,750
273,BUENOS AIRES,General San Martín,Villa Coronel Jose M. Zapiola,0,134,0,192,0,0,0,0,326
274,BUENOS AIRES,General San Martín,Villa General Antonio J.  De Sucre,0,565,0,715,0,0,0,0,128
275,BUENOS AIRES,General San Martín,Villa General Eugenio Necochea,0,302,0,234,0,0,0,0,535
276,BUENOS AIRES,General San Martín,Villa General Jose Tomas Guido,0,136,0,203,0,0,0,0,339
277,BUENOS AIRES,General San Martín,Villa General Juan G. Las Heras,0,607,0,971,0,0,0,0,158
278,BUENOS AIRES,General San Martín,Villa Godoy Cruz,0,727,0,113,0,0,0,0,186
279,BUENOS AIRES,General San Martín,Villa Granaderos De San Martín,0,974,0,236,0,0,0,382,371
280,BUENOS AIRES,General San Martín,Villa Gregoria Matorras,0,107,0,194,0,0,0,0,301
281,BUENOS AIRES,General San Martín,Villa José León Suarez,161,364,0,674,16,0,0,221,815
282,BUENOS AIRES,General San Martín,Villa Juan Martín De Pueyrredon,0,115,0,243,0,0,0,0,359
283,BUENOS AIRES,General San Martín,Villa Libertad,0,12,0,23,0,0,0,0,35
284,BUENOS AIRES,General San Martín,Villa Lynch,267,222,2,14,2,0,0,0,251
285,BUENOS AIRES,General San Martín,Villa Maipu,97,157,0,287,0,0,0,545,508
286,BUENOS AIRES,General San Martín,Villa Marqués Alejandro  María De Aguado,0,588,0,112,0,0,0,0,171
287,BUENOS AIRES,General San Martín,Villa Parque Pres Figueroa Alcorta,0,203,0,327,0,0,0,0,530
288,BUENOS AIRES,General San Martín,Villa Parque San Lorenzo,0,170,0,360,32,0,0,0,562
289,BUENOS AIRES,General San Martín,Villa San Andrés,964,581,0,11,20,0,0,586,849
290,BUENOS AIRES,General San Martín,Villa Yapeyú,0,276,0,470,0,0,0,0,746
291,BUENOS AIRES,General San Martín,Ciudad Jardin El Libertador,0,12,0,0,0,0,0,0,12
292,BUENOS AIRES,General Viamonte,Baigorrita,562,0,0,0,0,0,0,61,623
293,BUENOS AIRES,General Viamonte,Los Toldos,262,0,1,445,0,0,0,47,476
294,BUENOS AIRES,General Viamonte,Zavalía,0,0,0,0,0,0,0,31,31
295,BUENOS AIRES,General Villegas,Banderaló,0,0,0,0,250,1,0,0,251
296,BUENOS AIRES,General Villegas,Cañada Seca,0,0,0,0,200,0,0,0,200
