Año,Trimestre,Provincia,Accesos por cada 100 hogares,provincia_id,año_id
2015,3,Mendoza,32.49,12,7
2015,3,Misiones,28.31,13,7
2015,3,Neuquén,54.6,14,7
2015,3,Río Negro,46.39,15,7
2015,3,Salta,31.18,16,7
2015,3,San Juan,27.67,17,7
2015,3,San Luis,9.71,18,7
2015,3,Santa Cruz,27.61,19,7
2015,3,Santa Fe,52.15,20,7
2015,3,Santiago Del Estero,17.12,21,7
2015,3,Tierra Del Fuego,74.86,22,7
2015,3,Tucumán,36.61,23,7
2015,2,Buenos Aires,56.8,0,7
2015,2,Capital Federal,116.07,1,7
2015,2,Catamarca,25.45,2,7
2015,2,Chaco,27.46,3,7
2015,2,Chubut,36.58,4,7
2015,2,Córdoba,55.87,5,7
2015,2,Corrientes,29.58,6,7
2015,2,Entre Ríos,42.93,7,7
2015,2,Formosa,18.36,8,7
2015,2,Jujuy,20.29,9,7
2015,2,La Pampa,56.71,10,7
2015,2,La Rioja,16.88,11,7
2015,2,Mendoza,32.49,12,7
2015,2,Misiones,27.35,13,7
2015,2,Neuquén,53.12,14,7
2015,2,Río Negro,45.98,15,7
2015,2,Salta,30.46,16,7
2015,2,San Juan,27.64,17,7
2015,2,San Luis,9.71,18,7
2015,2,Santa Cruz,27.07,19,7
2015,2,Santa Fe,51.18,20,7
2015,2,Santiago Del Estero,17.11,21,7
2015,2,Tierra Del Fuego,74.51,22,7
2015,2,Tucumán,35.69,23,7
2015,1,Buenos Aires,56.37,0,7
2015,1,Capital Federal,114.9,1,7
2015,1,Catamarca,25.11,2,7
2015,1,Chaco,26.65,3,7
2015,1,Chubut,37.61,4,7
2015,1,Córdoba,54.7,5,7
2015,1,Corrientes,28.95,6,7
2015,1,Entre Ríos,42.07,7,7
2015,1,Formosa,18.12,8,7
2015,1,Jujuy,19.69,9,7
2015,1,La Pampa,55.51,10,7
2015,1,La Rioja,16.7,11,7
2015,1,Mendoza,32.37,12,7
2015,1,Misiones,26.31,13,7
2015,1,Neuquén,51.95,14,7
2015,1,Río Negro,45.33,15,7
2015,1,Salta,30.01,16,7
2015,1,San Juan,27.55,17,7
2015,1,San Luis,9.72,18,7
2015,1,Santa Cruz,27.99,19,7
2015,1,Santa Fe,50.24,20,7
2015,1,Santiago Del Estero,17.06,21,7
2015,1,Tierra Del Fuego,74.23,22,7
2015,1,Tucumán,35.08,23,7
2014,4,Buenos Aires,56.09,0,8
2014,4,Capital Federal,114.9,1,8
2014,4,Catamarca,25.51,2,8
2014,4,Chaco,21.87,3,8
2014,4,Chubut,40.25,4,8
2014,4,Córdoba,54.7,5,8
2014,4,Corrientes,23.56,6,8
2014,4,Entre Ríos,36.03,7,8
2014,4,Formosa,17.96,8,8
2014,4,Jujuy,19.6,9,8
2014,4,La Pampa,51.27,10,8
2014,4,La Rioja,17.01,11,8
2014,4,Mendoza,32.64,12,8
2014,4,Misiones,24.16,13,8
2014,4,Neuquén,52.55,14,8
2014,4,Río Negro,45.48,15,8
2014,4,Salta,29.53,16,8
2014,4,San Juan,28.04,17,8
2014,4,San Luis,9.79,18,8
2014,4,Santa Cruz,27.8,19,8
2014,4,Santa Fe,50.0,20,8
2014,4,Santiago Del Estero,17.27,21,8
2014,4,Tierra Del Fuego,66.14,22,8
2014,4,Tucumán,35.32,23,8
2014,3,Buenos Aires,56.75,0,8
2014,3,Capital Federal,113.8,1,8
2014,3,Catamarca,24.71,2,8
2014,3,Chaco,21.11,3,8
2014,3,Chubut,40.6,4,8
2014,3,Córdoba,54.23,5,8
2014,3,Corrientes,22.79,6,8
2014,3,Entre Ríos,34.98,7,8
2014,3,Formosa,17.77,8,8
2014,3,Jujuy,18.37,9,8
2014,3,La Pampa,55.78,10,8
2014,3,La Rioja,16.51,11,8
2014,3,Mendoza,32.31,12,8
2014,3,Misiones,23.57,13,8
2014,3,Neuquén,56.4,14,8
2014,3,Río Negro,46.2,15,8
2014,3,Salta,29.22,16,8
2014,3,San Juan,27.85,17,8
2014,3,San Luis,9.71,18,8
2014,3,Santa Cruz,28.23,19,8
2014,3,Santa Fe,49.2,20,8
2014,3,Santiago Del Estero,16.49,21,8
2014,3,Tierra Del Fuego,65.69,22,8
2014,3,Tucumán,33.94,23,8
2014,2,Buenos Aires,55.06,0,8
2014,2,Capital Federal,113.14,1,8
2014,2,Catamarca,24.7,2,8
2014,2,Chaco,20.96,3,8
2014,2,Chubut,41.41,4,8
2014,2,Córdoba,53.45,5,8
2014,2,Corrientes,22.58,6,8
2014,2,Entre Ríos,34.69,7,8
2014,2,Formosa,17.54,8,8
2014,2,Jujuy,18.71,9,8
2014,2,La Pampa,49.71,10,8
2014,2,La Rioja,16.5,11,8
2014,2,Mendoza,32.1,12,8
2014,2,Misiones,23.37,13,8
2014,2,Neuquén,50.84,14,8
2014,2,Río Negro,45.33,15,8
2014,2,Salta,28.91,16,8
2014,2,San Juan,27.78,17,8
2014,2,San Luis,9.72,18,8
2014,2,Santa Cruz,29.38,19,8
2014,2,Santa Fe,48.39,20,8
2014,2,Santiago Del Estero,16.7,21,8
2014,2,Tierra Del Fuego,64.36,22,8
2014,2,Tucumán,33.94,23,8
2014,1,Buenos Aires,54.57,0,8
2014,1,Capital Federal,112.25,1,8
2014,1,Catamarca,24.25,2,8
2014,1,Chaco,20.72,3,8
2014,1,Chubut,41.24,4,8
2014,1,Córdoba,52.52,5,8
2014,1,Corrientes,22.32,6,8
2014,1,Entre Ríos,34.37,7,8
2014,1,Formosa,17.42,8,8
2014,1,Jujuy,18.42,9,8
2014,1,La Pampa,48.43,10,8
2014,1,La Rioja,16.29,11,8
2014,1,Mendoza,31.91,12,8
2014,1,Misiones,23.14,13,8
2014,1,Neuquén,49.79,14,8
2014,1,Río Negro,44.91,15,8
2014,1,Salta,28.7,16,8
2014,1,San Juan,27.6,17,8
2014,1,San Luis,9.35,18,8
2014,1,Santa Cruz,28.94,19,8
2014,1,Santa Fe,47.85,20,8
2014,1,Santiago Del Estero,16.31,21,8
2014,1,Tierra Del Fuego,63.97,22,8
2014,1,Tucumán,33.42,23,8
