Año,Trimestre,Provincia,Accesos por cada 100 hab,provincia_id,año_id
2014,4,Santiago Del Estero,4,21,8
2014,4,Tierra Del Fuego,19,22,8
2014,4,Tucumán,8,23,8
2014,3,Buenos Aires,17,0,8
2014,3,Capital Federal,43,1,8
2014,3,Catamarca,6,2,8
2014,3,Chaco,5,3,8
2014,3,Chubut,12,4,8
2014,3,Córdoba,16,5,8
2014,3,Corrientes,5,6,8
2014,3,Entre Ríos,10,7,8
2014,3,Formosa,4,8,8
2014,3,Jujuy,4,9,8
2014,3,La Pampa,18,10,8
2014,3,La Rioja,4,11,8
2014,3,Mendoza,8,12,8
2014,3,Misiones,6,13,8
2014,3,Neuquén,16,14,8
2014,3,Río Negro,14,15,8
2014,3,Salta,7,16,8
2014,3,San Juan,7,17,8
2014,3,San Luis,2,18,8
2014,3,Santa Cruz,8,19,8
2014,3,Santa Fe,15,20,8
2014,3,Santiago Del Estero,4,21,8
2014,3,Tierra Del Fuego,19,22,8
2014,3,Tucumán,8,23,8
2014,2,Buenos Aires,16,0,8
2014,2,Capital Federal,42,1,8
2014,2,Catamarca,6,2,8
2014,2,Chaco,5,3,8
2014,2,Chubut,12,4,8
2014,2,Córdoba,16,5,8
2014,2,Corrientes,5,6,8
2014,2,Entre Ríos,10,7,8
2014,2,Formosa,4,8,8
2014,2,Jujuy,4,9,8
2014,2,La Pampa,16,10,8
2014,2,La Rioja,4,11,8
2014,2,Mendoza,8,12,8
2014,2,Misiones,6,13,8
2014,2,Neuquén,15,14,8
2014,2,Río Negro,13,15,8
2014,2,Salta,7,16,8
2014,2,San Juan,7,17,8
2014,2,San Luis,2,18,8
2014,2,Santa Cruz,8,19,8
2014,2,Santa Fe,15,20,8
2014,2,Santiago Del Estero,4,21,8
2014,2,Tierra Del Fuego,19,22,8
2014,2,Tucumán,8,23,8
2014,1,Buenos Aires,16,0,8
2014,1,Capital Federal,42,1,8
2014,1,Catamarca,6,2,8
2014,1,Chaco,5,3,8
2014,1,Chubut,12,4,8
2014,1,Córdoba,16,5,8
2014,1,Corrientes,5,6,8
2014,1,Entre Ríos,10,7,8
2014,1,Formosa,4,8,8
2014,1,Jujuy,4,9,8
2014,1,La Pampa,15,10,8
2014,1,La Rioja,4,11,8
2014,1,Mendoza,8,12,8
2014,1,Misiones,6,13,8
2014,1,Neuquén,14,14,8
2014,1,Río Negro,13,15,8
2014,1,Salta,6,16,8
2014,1,San Juan,7,17,8
2014,1,San Luis,2,18,8
2014,1,Santa Cruz,8,19,8
2014,1,Santa Fe,15,20,8
2014,1,Santiago Del Estero,4,21,8
2014,1,Tierra Del Fuego,19,22,8
2014,1,Tucumán,8,23,8
