,Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros,Total,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17
317,2019,3,Córdoba,307780,399231,30064,37277,8701,783053,,,,,,,,,
318,2019,3,Corrientes,53344,50230,1888,2458,4839,112759,,,,,,,,,
319,2019,3,Entre Ríos,94947,96305,12888,18530,15432,238102,,,,,,,,,
320,2019,3,Formosa,21777,8359,1476,14292,162,46066,,,,,,,,,
321,2019,3,Jujuy,33110,35742,274,812,16638,86576,,,,,,,,,
322,2019,3,La Pampa,19469,52941,4994,11462,1962,90828,,,,,,,,,
323,2019,3,La Rioja,14390,34984,11,251,41,49677,,,,,,,,,
324,2019,3,Mendoza,148640,54312,6865,12975,1545,224337,,,,,,,,,
325,2019,3,Misiones,54493,65872,829,419,12270,133883,,,,,,,,,
326,2019,3,Neuquén,43347,60484,5560,13512,2518,125421,,,,,,,,,
327,2019,3,Río Negro,67478,37425,9739,10806,18847,144295,,,,,,,,,
328,2019,3,Salta,65799,74329,733,1580,9394,151835,,,,,,,,,
329,2019,3,San Juan,51670,7425,1227,7241,5535,73098,,,,,,,,,
330,2019,3,San Luis,13037,10561,350,62286,36466,122700,,,,,,,,,
331,2019,3,Santa Cruz,10663,17056,969,6544,2738,37970,,,,,,,,,
332,2019,3,Santa Fe,319396,377171,18690,24269,21408,760934,,,,,,,,,
333,2019,3,Santiago Del Estero,24556,71198,219,2759,34400,133132,,,,,,,,,
334,2019,3,Tierra Del Fuego,19790,26659,651,0,1487,48587,,,,,,,,,
335,2019,2,Tucumán,150918,12089,116,684,324,164131,,,,,,,,,
336,2019,2,Buenos Aires,1284658,2079900,382971,75240,32929,3855698,,,,,,,,,
337,2019,2,Capital Federal,309937,1061358,36082,3962,4281,1415620,,,,,,,,,
338,2019,2,Catamarca,25682,5543,13,146,2251,33635,,,,,,,,,
339,2019,2,Chaco,50765,47448,4203,4727,1591,108734,,,,,,,,,
340,2019,2,Chubut,37313,26338,1917,14443,7545,87556,,,,,,,,,
341,2019,2,Córdoba,314768,388254,23023,33847,15236,775128,,,,,,,,,
342,2019,2,Corrientes,53835,47431,1701,2444,6138,111549,,,,,,,,,
343,2019,2,Entre Ríos,97081,91081,12764,17369,17529,235824,,,,,,,,,
344,2019,2,Formosa,21916,8686,1382,14292,162,46438,,,,,,,,,
345,2019,2,Jujuy,33022,30742,274,812,21857,86707,,,,,,,,,
346,2019,2,La Pampa,19471,52101,4840,10789,3004,90205,,,,,,,,,
347,2019,2,La Rioja,15014,34984,11,251,41,50301,,,,,,,,,
348,2019,2,Mendoza,148673,54027,6865,12748,1544,223857,,,,,,,,,
349,2019,2,Misiones,55373,64272,543,421,12269,132878,,,,,,,,,
350,2019,2,Neuquén,43420,59021,4983,12792,2737,122953,,,,,,,,,
351,2019,2,Río Negro,67841,36527,4037,10485,19657,138547,,,,,,,,,
352,2019,2,Salta,68827,62343,725,1210,9463,142568,,,,,,,,,
353,2019,2,San Juan,51680,7425,1174,2870,6876,70025,,,,,,,,,
354,2019,2,San Luis,11130,10298,347,57242,38368,117385,,,,,,,,,
355,2019,2,Santa Cruz,10665,10257,379,6514,2735,30550,,,,,,,,,
356,2019,2,Santa Fe,325420,355140,18236,21980,22708,743484,,,,,,,,,
357,2019,2,Santiago Del Estero,24393,64783,219,2759,34600,126754,,,,,,,,,
358,2019,2,Tierra Del Fuego,19790,25527,651,0,1486,47454,,,,,,,,,
359,2019,2,Tucumán,153121,12089,116,684,321,166331,,,,,,,,,
360,2019,1,Buenos Aires,1304507,2020730,336362,64867,20201,3746667,,,,,,,,,
361,2019,1,Capital Federal,328246,1030814,32281,3978,4281,1399600,,,,,,,,,
362,2019,1,Catamarca,26912,4443,16,0,2251,33622,,,,,,,,,
363,2019,1,Chaco,53409,43555,1951,3628,1134,103677,,,,,,,,,
364,2019,1,Chubut,37302,23065,1923,14443,3045,79778,,,,,,,,,
365,2019,1,Córdoba,323272,363959,19902,24615,12367,744115,,,,,,,,,
366,2019,1,Corrientes,55842,43444,1615,1528,58,102487,,,,,,,,,
367,2019,1,Entre Ríos,100999,90253,12723,16231,12241,232447,,,,,,,,,
368,2019,1,Formosa,22570,7878,940,13761,62,45211,,,,,,,,,
369,2019,1,Jujuy,33248,12484,153,640,43622,90147,,,,,,,,,
370,2019,1,La Pampa,18832,57373,2891,9023,1041,89160,,,,,,,,,
371,2019,1,La Rioja,16367,34984,12,252,41,51656,,,,,,,,,
372,2019,1,Mendoza,148524,40205,5662,10363,1544,206298,,,,,,,,,
373,2019,1,Misiones,54898,59214,465,426,7717,122720,,,,,,,,,
374,2019,1,Neuquén,40747,55634,3114,12510,2372,114377,,,,,,,,,
375,2019,1,Río Negro,68377,34124,3994,9736,4857,121088,,,,,,,,,
376,2019,1,Salta,74426,57933,647,1135,1879,136020,,,,,,,,,
377,2019,1,San Juan,51660,5838,808,2932,1207,62445,,,,,,,,,
378,2019,1,San Luis,11108,7784,378,53097,23968,96335,,,,,,,,,
379,2019,1,Santa Cruz,10659,4615,382,6514,2735,24905,,,,,,,,,
380,2019,1,Santa Fe,340038,340344,15621,23215,17860,737078,,,,,,,,,
381,2019,1,Santiago Del Estero,25337,61547,23,2847,99,89853,,,,,,,,,
382,2019,1,Tierra Del Fuego,19789,23549,1623,0,1486,46447,,,,,,,,,
383,2019,1,Tucumán,159215,11670,118,678,321,172002,,,,,,,,,
384,2018,4,Buenos Aires,1305576,1949637,296102,65477,19814,3636606,,,,,,,,,
385,2018,4,Capital Federal,328253,1019490,33042,3978,4257,1389020,,,,,,,,,
386,2018,4,Catamarca,26912,4443,16,0,2212,33583,,,,,,,,,
387,2018,4,Chaco,53409,43555,1940,3236,1130,103270,,,,,,,,,
388,2018,4,Chubut,37215,23065,952,14443,3047,78722,,,,,,,,,
389,2018,4,Córdoba,328854,355716,17675,21851,13243,737339,,,,,,,,,
390,2018,4,Corrientes,55842,42418,796,1515,30,100601,,,,,,,,,
391,2018,4,Entre Ríos,101168,86198,4853,15472,14356,222047,,,,,,,,,
392,2018,4,Formosa,22619,7880,887,13761,57,45204,,,,,,,,,
393,2018,4,Jujuy,33248,12484,153,640,43608,90133,,,,,,,,,
394,2018,4,La Pampa,18832,55337,2685,7772,1010,85636,,,,,,,,,
395,2018,4,La Rioja,16367,34984,12,252,36,51651,,,,,,,,,
396,2018,4,Mendoza,148524,40205,5665,10363,1547,206304,,,,,,,,,
397,2018,4,Misiones,55500,53673,465,426,6209,116273,,,,,,,,,
398,2018,4,Neuquén,40747,55634,3115,12425,2444,114365,,,,,,,,,
399,2018,4,Río Negro,68377,34292,1299,8037,4832,116837,,,,,,,,,
400,2018,4,Salta,74295,57539,638,253,1853,134578,,,,,,,,,
401,2018,4,San Juan,51660,5838,806,2883,1211,62398,,,,,,,,,
402,2018,4,San Luis,11108,7784,378,53097,23964,96331,,,,,,,,,
403,2018,4,Santa Cruz,10659,4615,382,6378,2734,24768,,,,,,,,,
404,2018,4,Santa Fe,335519,322782,14387,18705,28997,720390,,,,,,,,,
405,2018,4,Santiago Del Estero,25339,61243,23,2649,81,89335,,,,,,,,,
406,2018,4,Tierra Del Fuego,19789,23349,1623,0,1499,46260,,,,,,,,,
407,2018,4,Tucumán,159215,11670,119,686,314,172004,,,,,,,,,
408,2018,3,Buenos Aires,1435856,1929273,156382,62318,26448,3610277,,,,,,,,,
409,2018,3,Capital Federal,334353,1009252,35694,3872,9319,1392490,,,,,,,,,
410,2018,3,Catamarca,27553,4443,15,1,2214,34226,,,,,,,,,
411,2018,3,Chaco,53927,42359,1990,2628,1129,102033,,,,,,,,,
412,2018,3,Chubut,58887,23065,1239,13817,6728,103736,,,,,,,,,
413,2018,3,Córdoba,337620,342401,15785,19213,10839,725858,,,,,,,,,
414,2018,3,Corrientes,56444,41300,212,1468,32,99456,,,,,,,,,
415,2018,3,Entre Ríos,103318,83714,2403,15093,80,204608,,,,,,,,,
416,2018,3,Formosa,22777,7589,817,13625,57,44865,,,,,,,,,
417,2018,3,Jujuy,33363,10856,32,641,43,44935,,,,,,,,,
418,2018,3,La Pampa,12415,54574,8437,7011,987,83424,,,,,,,,,
419,2018,3,La Rioja,16587,34984,13,253,35,51872,,,,,,,,,
420,2018,3,Mendoza,151033,40205,5744,8195,1852,207029,,,,,,,,,
421,2018,3,Misiones,56290,50793,512,391,56,108042,,,,,,,,,
422,2018,3,Neuquén,46602,54129,998,12277,2712,116718,,,,,,,,,
423,2018,3,Río Negro,68590,33474,1252,5051,5125,113492,,,,,,,,,
424,2018,3,Salta,76600,53980,678,234,1391,132883,,,,,,,,,
425,2018,3,San Juan,54025,5838,826,2744,1048,64481,,,,,,,,,
426,2018,3,San Luis,11096,7784,368,52859,2314,74421,,,,,,,,,
427,2018,3,Santa Cruz,18606,4574,585,6238,3996,33999,,,,,,,,,
428,2018,3,Santa Fe,339126,312866,11749,16337,15022,695100,,,,,,,,,
429,2018,3,Santiago Del Estero,25805,58789,23,1662,81,86360,,,,,,,,,
430,2018,3,Tierra Del Fuego,19365,22649,1502,1,2047,45564,,,,,,,,,
431,2018,3,Tucumán,161209,9280,110,252,315,171166,,,,,,,,,
432,2018,2,Buenos Aires,1450203,1807868,143626,71256,27746,3500699,,,,,,,,,
433,2018,2,Capital Federal,342431,977916,35610,3908,9321,1369186,,,,,,,,,
434,2018,2,Catamarca,27444,4415,15,1,2214,34089,,,,,,,,,
435,2018,2,Chaco,54134,40750,562,1946,1129,98521,,,,,,,,,
436,2018,2,Chubut,58935,19591,1239,14070,6729,100564,,,,,,,,,
437,2018,2,Córdoba,345141,327636,13832,16355,10109,713073,,,,,,,,,
438,2018,2,Corrientes,56541,39715,201,1468,32,97957,,,,,,,,,
439,2018,2,Entre Ríos,104811,80376,2405,12313,80,199985,,,,,,,,,
440,2018,2,Formosa,23543,7311,18,13625,57,44554,,,,,,,,,
441,2018,2,Jujuy,33571,10856,23,640,43,45133,,,,,,,,,
442,2018,2,La Pampa,12416,53587,8420,7011,987,82421,,,,,,,,,
443,2018,2,La Rioja,16663,34984,13,253,35,51948,,,,,,,,,
444,2018,2,Mendoza,152938,36872,3084,6206,1852,200952,,,,,,,,,
445,2018,2,Misiones,57265,47923,512,391,56,106147,,,,,,,,,
446,2018,2,Neuquén,46633,52855,998,12649,2713,115848,,,,,,,,,
447,2018,2,Río Negro,68667,32795,1252,4396,5125,112235,,,,,,,,,
448,2018,2,Salta,78386,53478,678,234,1391,134167,,,,,,,,,
449,2018,2,San Juan,54080,5068,826,3079,1048,64101,,,,,,,,,
450,2018,2,San Luis,11104,7666,368,16,2314,21468,,,,,,,,,
451,2018,2,Santa Cruz,18615,4474,585,6734,3997,34405,,,,,,,,,
452,2018,2,Santa Fe,337934,304349,11354,15801,15114,684552,,,,,,,,,
453,2018,2,Santiago Del Estero,26074,55935,23,1662,81,83775,,,,,,,,,
454,2018,2,Tierra Del Fuego,19372,22756,531,1,2047,44707,,,,,,,,,
455,2018,2,Tucumán,160315,8965,110,252,315,169957,,,,,,,,,
456,2018,1,Buenos Aires,1452061,1793884,133928,64379,31194,3475446,,,,,,,,,
457,2018,1,Capital Federal,349995,968483,35535,3164,9393,1366570,,,,,,,,,
458,2018,1,Catamarca,27300,4415,15,1,2214,33945,,,,,,,,,
459,2018,1,Chaco,54879,40157,383,388,1130,96937,,,,,,,,,
460,2018,1,Chubut,56375,19591,1194,14070,6729,97959,,,,,,,,,
461,2018,1,Córdoba,349342,326894,13178,13237,11275,713926,,,,,,,,,
462,2018,1,Corrientes,56937,35225,888,1334,33,94417,,,,,,,,,
463,2018,1,Entre Ríos,106998,75751,3789,10776,80,197394,,,,,,,,,
464,2018,1,Formosa,23556,7095,17,1603,57,32328,,,,,,,,,
465,2018,1,Jujuy,33856,10456,23,28,43,44406,,,,,,,,,
466,2018,1,La Pampa,10807,51389,8386,10556,1926,83064,,,,,,,,,
467,2018,1,La Rioja,16960,34984,13,253,35,52245,,,,,,,,,
468,2018,1,Mendoza,152931,36872,3086,6206,1852,200947,,,,,,,,,
469,2018,1,Misiones,56311,46880,328,5,56,103580,,,,,,,,,
470,2018,1,Neuquén,46714,55072,1000,12404,2713,117903,,,,,,,,,
471,2018,1,Río Negro,68769,31712,1251,4259,5128,111119,,,,,,,,,
472,2018,1,Salta,79936,51534,118,204,1391,133183,,,,,,,,,
473,2018,1,San Juan,54080,5068,826,2246,1048,63268,,,,,,,,,
474,2018,1,San Luis,11104,7594,368,16,2314,21396,,,,,,,,,
475,2018,1,Santa Cruz,18615,4474,1799,6734,2783,34405,,,,,,,,,
476,2018,1,Santa Fe,341997,300421,10674,11636,15298,680026,,,,,,,,,
477,2018,1,Santiago Del Estero,26788,54594,23,1432,81,82918,,,,,,,,,
478,2018,1,Tierra Del Fuego,19372,9663,531,1,2047,31614,,,,,,,,,
479,2018,1,Tucumán,158611,8921,107,368,50,168057,,,,,,,,,
480,2017,4,Buenos Aires,1241172,1718013,131181,60082,31448,3181896,,,,,,,,,
481,2017,4,Capital Federal,571363,961688,36277,3119,9877,1582324,,,,,,,,,
482,2017,4,Catamarca,27083,263,11,1,2200,29558,,,,,,,,,
483,2017,4,Chaco,55035,39690,389,380,1121,96615,,,,,,,,,
484,2017,4,Chubut,56378,15097,1187,14070,6708,93440,,,,,,,,,
485,2017,4,Córdoba,349710,324709,12778,12043,10739,709979,,,,,,,,,
486,2017,4,Corrientes,56786,34722,894,1334,35,93771,,,,,,,,,
487,2017,4,Entre Ríos,107764,73692,1894,10267,86,193703,,,,,,,,,
488,2017,4,Formosa,23410,6973,19,1603,51,32056,,,,,,,,,
489,2017,4,Jujuy,33844,9626,20,28,34,43552,,,,,,,,,
490,2017,4,La Pampa,10808,50495,8272,10569,1927,82071,,,,,,,,,
491,2017,4,La Rioja,16912,34984,14,253,31,52194,,,,,,,,,
492,2017,4,Mendoza,152896,16114,3015,6206,1920,180151,,,,,,,,,
493,2017,4,Misiones,56271,47470,95,5,54,103895,,,,,,,,,
494,2017,4,Neuquén,46739,54119,1017,12404,2692,116971,,,,,,,,,
495,2017,4,Río Negro,68690,30451,1250,4259,5114,109764,,,,,,,,,
496,2017,4,Salta,80705,50446,127,158,1376,132812,,,,,,,,,
497,2017,4,San Juan,54079,451,812,2246,1036,58624,,,,,,,,,
498,2017,4,San Luis,11104,1119,335,17,2329,14904,,,,,,,,,
499,2017,4,Santa Cruz,18614,1668,582,4638,3950,29452,,,,,,,,,
500,2017,4,Santa Fe,341680,293831,10602,10965,15382,672460,,,,,,,,,
501,2017,4,Santiago Del Estero,27313,40407,19,1025,80,68844,,,,,,,,,
502,2017,4,Tierra Del Fuego,19372,6906,530,1,2045,28854,,,,,,,,,
503,2017,4,Tucumán,156583,5223,105,102,319,162332,,,,,,,,,
504,2017,3,Buenos Aires,1288025,1571180,124920,35058,38777,3057960,,,,,,,,,
505,2017,3,Capital Federal,583249,941092,33481,2814,9723,1570359,,,,,,,,,
506,2017,3,Catamarca,26873,4411,12,1,2181,33478,,,,,,,,,
507,2017,3,Chaco,54888,37307,456,36,1072,93759,,,,,,,,,
508,2017,3,Chubut,56359,5645,1217,13503,6820,83544,,,,,,,,,
509,2017,3,Córdoba,344580,319360,10579,7137,14988,696644,,,,,,,,,
510,2017,3,Corrientes,56247,33993,947,1334,27,92548,,,,,,,,,
511,2017,3,Entre Ríos,107774,69596,1786,6245,63,185464,,,,,,,,,
512,2017,3,Formosa,22647,6816,428,2202,12,32105,,,,,,,,,
513,2017,3,Jujuy,33796,9395,20,23,8,43242,,,,,,,,,
514,2017,3,La Pampa,11378,49679,5153,11536,1944,79690,,,,,,,,,
515,2017,3,La Rioja,16638,34984,14,252,25,51913,,,,,,,,,
516,2017,3,Mendoza,154036,33788,2772,29,1866,192491,,,,,,,,,
517,2017,3,Misiones,56472,43880,110,5,9,100476,,,,,,,,,
518,2017,3,Neuquén,48001,52468,1044,11576,2695,115784,,,,,,,,,
519,2017,3,Río Negro,69301,30018,1106,3054,4017,107496,,,,,,,,,
520,2017,3,Salta,80782,50284,127,158,1167,132518,,,,,,,,,
521,2017,3,San Juan,54499,5068,816,1053,1013,62449,,,,,,,,,
522,2017,3,San Luis,11407,7576,347,26,2363,21719,,,,,,,,,
523,2017,3,Santa Cruz,19220,5487,1544,4552,2887,33690,,,,,,,,,
524,2017,3,Santa Fe,322953,290655,6338,4897,37499,662342,,,,,,,,,
525,2017,3,Santiago Del Estero,27733,54096,19,911,35,82794,,,,,,,,,
526,2017,3,Tierra Del Fuego,21587,7012,622,1,2244,31466,,,,,,,,,
527,2017,3,Tucumán,154130,6431,106,40,305,161012,,,,,,,,,
528,2017,2,Buenos Aires,1378549,1535037,119132,21555,24358,3078631,,,,,,,,,
529,2017,2,Capital Federal,615262,932466,38628,2819,11016,1600191,,,,,,,,,
530,2017,2,Catamarca,26401,255,14,1,34,26705,,,,,,,,,
531,2017,2,Chaco,54449,35613,458,52,39,90611,,,,,,,,,
532,2017,2,Chubut,43994,1067,916,13194,4804,63975,,,,,,,,,
533,2017,2,Córdoba,341748,303488,4451,6446,1505,657638,,,,,,,,,
534,2017,2,Corrientes,55262,33192,258,1354,31,90097,,,,,,,,,
535,2017,2,Entre Ríos,108309,67650,254,6448,71,182732,,,,,,,,,
536,2017,2,Formosa,22493,6410,17,1023,13,29956,,,,,,,,,
537,2017,2,Jujuy,33742,8858,22,0,35,42657,,,,,,,,,
538,2017,2,La Pampa,12754,48310,5194,6253,511,73022,,,,,,,,,
539,2017,2,La Rioja,16244,0,15,2,28,16289,,,,,,,,,
540,2017,2,Mendoza,153331,13030,2581,27,1784,170753,,,,,,,,,
541,2017,2,Misiones,56752,42925,103,5,9,99794,,,,,,,,,
542,2017,2,Neuquén,51794,50283,1133,11545,2678,117433,,,,,,,,,
543,2017,2,Río Negro,67038,29147,961,3213,1260,101619,,,,,,,,,
544,2017,2,Salta,80184,27280,115,158,804,108541,,,,,,,,,
545,2017,2,San Juan,48670,451,772,1073,915,51881,,,,,,,,,
546,2017,2,San Luis,11432,1120,354,26,375,13307,,,,,,,,,
547,2017,2,Santa Cruz,15311,2722,1365,4735,2255,26388,,,,,,,,,
548,2017,2,Santa Fe,329813,228102,3234,4958,1173,567280,,,,,,,,,
549,2017,2,Santiago Del Estero,28337,3900,19,911,29,33196,,,,,,,,,
550,2017,2,Tierra Del Fuego,22636,6905,665,1,2350,32557,,,,,,,,,
551,2017,2,Tucumán,149013,5223,116,14,45,154411,,,,,,,,,
552,2017,1,Buenos Aires,1559178,1465817,118839,21200,24342,3189376,,,,,,,,,
553,2017,1,Capital Federal,428801,918328,38259,2730,10928,1399046,,,,,,,,,
554,2017,1,Catamarca,26020,248,14,1,34,26317,,,,,,,,,
555,2017,1,Chaco,54430,34277,252,52,39,89050,,,,,,,,,
556,2017,1,Chubut,43994,999,916,13194,4793,63896,,,,,,,,,
557,2017,1,Córdoba,335673,293479,4871,5782,1394,641199,,,,,,,,,
558,2017,1,Corrientes,54993,31994,236,1354,31,88608,,,,,,,,,
559,2017,1,Entre Ríos,108509,65095,230,6448,71,180353,,,,,,,,,
560,2017,1,Formosa,22438,6215,16,1023,13,29705,,,,,,,,,
561,2017,1,Jujuy,33869,9278,22,0,34,43203,,,,,,,,,
562,2017,1,La Pampa,12754,47195,5194,6253,517,71913,,,,,,,,,
563,2017,1,La Rioja,16180,0,15,2,28,16225,,,,,,,,,
564,2017,1,Mendoza,153326,13030,2581,27,1769,170733,,,,,,,,,
565,2017,1,Misiones,57363,40142,101,5,8,97619,,,,,,,,,
566,2017,1,Neuquén,51771,48109,1124,11665,2670,115339,,,,,,,,,
567,2017,1,Río Negro,67075,28785,954,3213,1261,101288,,,,,,,,,
568,2017,1,Salta,79837,26845,114,158,679,107633,,,,,,,,,
569,2017,1,San Juan,48670,451,772,1073,907,51873,,,,,,,,,
570,2017,1,San Luis,11432,1120,354,26,375,13307,,,,,,,,,
571,2017,1,Santa Cruz,15502,2722,1272,4733,2257,26486,,,,,,,,,
572,2017,1,Santa Fe,327458,226094,3210,4948,1172,562882,,,,,,,,,
573,2017,1,Santiago Del Estero,29616,3900,19,911,29,34475,,,,,,,,,
574,2017,1,Tierra Del Fuego,22636,6905,665,1,2350,32557,,,,,,,,,
575,2017,1,Tucumán,147373,5223,116,14,45,152771,,,,,,,,,
576,2016,4,Buenos Aires,1563542,1414676,118747,21394,24342,3142701,,,,,,,,,
577,2016,4,Capital Federal,434835,914952,38161,2583,10928,1401459,,,,,,,,,
578,2016,4,Catamarca,26735,250,14,1,34,27034,,,,,,,,,
579,2016,4,Chaco,54974,33534,248,52,39,88847,,,,,,,,,
580,2016,4,Chubut,43994,955,916,13107,4793,63765,,,,,,,,,
581,2016,4,Córdoba,337368,289344,3368,5686,789,636555,,,,,,,,,
582,2016,4,Corrientes,54981,31497,233,1354,31,88096,,,,,,,,,
583,2016,4,Entre Ríos,109359,64141,226,6448,71,180245,,,,,,,,,
584,2016,4,Formosa,22400,6061,16,1023,13,29513,,,,,,,,,
585,2016,4,Jujuy,33838,8731,22,0,34,42625,,,,,,,,,
586,2016,4,La Pampa,12754,47245,5054,6253,522,71828,,,,,,,,,
587,2016,4,La Rioja,16270,0,16,2,28,16316,,,,,,,,,
588,2016,4,Mendoza,153320,13030,2579,27,1769,170725,,,,,,,,,
589,2016,4,Misiones,57983,39294,100,5,8,97390,,,,,,,,,
590,2016,4,Neuquén,51742,46389,1124,11910,2670,113835,,,,,,,,,
591,2016,4,Río Negro,67057,28474,954,3274,1261,101020,,,,,,,,,
592,2016,4,Salta,79389,26657,110,158,621,106935,,,,,,,,,
593,2016,4,San Juan,48670,451,772,1121,907,51921,,,,,,,,,
594,2016,4,San Luis,11432,1120,354,26,375,13307,,,,,,,,,
595,2016,4,Santa Cruz,15607,2722,1055,4823,2257,26464,,,,,,,,,
596,2016,4,Santa Fe,326721,225792,3201,4946,1172,561832,,,,,,,,,
597,2016,4,Santiago Del Estero,30192,3900,19,911,29,35051,,,,,,,,,
598,2016,4,Tierra Del Fuego,22636,6905,665,1,2350,32557,,,,,,,,,
599,2016,4,Tucumán,146995,4482,116,14,45,151652,,,,,,,,,
600,2016,3,Buenos Aires,1574216,1355770,113463,18867,24276,3086592,,,,,,,,,
601,2016,3,Capital Federal,447726,905105,36796,2514,10963,1403104,,,,,,,,,
602,2016,3,Catamarca,26689,248,14,1,18,26970,,,,,,,,,
603,2016,3,Chaco,56251,32730,232,2,15,89230,,,,,,,,,
604,2016,3,Chubut,43987,935,916,13364,4750,63952,,,,,,,,,
605,2016,3,Córdoba,348481,285480,2540,5695,395,642591,,,,,,,,,
606,2016,3,Corrientes,55934,30813,217,1354,22,88340,,,,,,,,,
607,2016,3,Entre Ríos,112588,61850,206,6441,64,181149,,,,,,,,,
608,2016,3,Formosa,21800,5905,9,0,2,27716,,,,,,,,,
609,2016,3,Jujuy,34250,8236,22,0,30,42538,,,,,,,,,
610,2016,3,La Pampa,12751,45952,4910,6236,515,70364,,,,,,,,,
611,2016,3,La Rioja,16891,0,15,2,22,16930,,,,,,,,,
612,2016,3,Mendoza,153233,13030,2576,28,1757,170624,,,,,,,,,
613,2016,3,Misiones,59776,38130,79,5,7,97997,,,,,,,,,
614,2016,3,Neuquén,51752,44739,1093,12402,2617,112603,,,,,,,,,
615,2016,3,Río Negro,67043,28496,942,3293,1252,101026,,,,,,,,,
616,2016,3,Salta,80866,26113,90,157,565,107791,,,,,,,,,
617,2016,3,San Juan,48670,451,770,1174,903,51968,,,,,,,,,
618,2016,3,San Luis,11432,1113,354,23,371,13293,,,,,,,,,
619,2016,3,Santa Cruz,15570,2722,817,4978,2170,26257,,,,,,,,,
620,2016,3,Santa Fe,334911,223011,3037,4862,1190,567011,,,,,,,,,
621,2016,3,Santiago Del Estero,31730,3900,19,3,8,35660,,,,,,,,,
622,2016,3,Tierra Del Fuego,22636,6276,665,1,2347,31925,,,,,,,,,
623,2016,3,Tucumán,147259,3850,116,53,41,151319,,,,,,,,,
624,2016,2,Buenos Aires,1579448,1305949,113070,21163,25661,3045291,,,,,,,,,
625,2016,2,Capital Federal,450644,892209,36669,2390,12672,1394584,,,,,,,,,
626,2016,2,Catamarca,26262,245,14,1,34,26556,,,,,,,,,
627,2016,2,Chaco,56112,31825,221,52,41,88251,,,,,,,,,
628,2016,2,Chubut,43977,867,916,13293,4803,63856,,,,,,,,,
629,2016,2,Córdoba,348891,277615,1709,5610,1089,634914,,,,,,,,,
630,2016,2,Corrientes,55511,29845,203,1354,43,86956,,,,,,,,,
631,2016,2,Entre Ríos,112809,58768,169,6434,193,178373,,,,,,,,,
632,2016,2,Formosa,22101,5658,6,1023,14,28802,,,,,,,,,
633,2016,2,Jujuy,33758,7374,22,0,35,41189,,,,,,,,,
634,2016,2,La Pampa,12754,44654,4708,6225,547,68888,,,,,,,,,
635,2016,2,La Rioja,16691,0,15,2,28,16736,,,,,,,,,
636,2016,2,Mendoza,153321,13030,2576,29,1868,170824,,,,,,,,,
637,2016,2,Misiones,59573,36145,77,5,15,95815,,,,,,,,,
638,2016,2,Neuquén,51742,42370,1088,12466,2849,110515,,,,,,,,,
639,2016,2,Río Negro,67031,28100,939,3300,1334,100704,,,,,,,,,
640,2016,2,Salta,79438,24719,85,151,539,104932,,,,,,,,,
641,2016,2,San Juan,48670,451,770,1214,908,52013,,,,,,,,,
642,2016,2,San Luis,11432,1063,354,30,377,13256,,,,,,,,,
643,2016,2,Santa Cruz,15453,2722,396,4996,2586,26153,,,,,,,,,
644,2016,2,Santa Fe,336244,219088,2981,4744,1417,564474,,,,,,,,,
645,2016,2,Santiago Del Estero,32101,3900,19,911,30,36961,,,,,,,,,
646,2016,2,Tierra Del Fuego,22636,5707,665,1,2350,31359,,,,,,,,,
647,2016,2,Tucumán,145486,2968,116,58,49,148677,,,,,,,,,
648,2016,1,Buenos Aires,1583560,1200859,111231,21108,25757,2942515,,,,,,,,,
649,2016,1,Capital Federal,454425,832126,36332,2284,12729,1337896,,,,,,,,,
650,2016,1,Catamarca,26096,243,15,1,34,26389,,,,,,,,,
651,2016,1,Chaco,56353,29994,211,52,41,86651,,,,,,,,,
652,2016,1,Chubut,43967,834,916,13280,4803,63800,,,,,,,,,
653,2016,1,Córdoba,350884,252346,674,5636,386,609926,,,,,,,,,
654,2016,1,Corrientes,55454,28491,192,1354,45,85536,,,,,,,,,
655,2016,1,Entre Ríos,113101,54948,146,6425,193,174813,,,,,,,,,
656,2016,1,Formosa,21852,5420,5,1023,14,28314,,,,,,,,,
657,2016,1,Jujuy,33481,6751,22,0,35,40289,,,,,,,,,
658,2016,1,La Pampa,12754,41881,4536,6209,549,65929,,,,,,,,,
659,2016,1,La Rioja,16645,0,16,2,28,16691,,,,,,,,,
660,2016,1,Mendoza,153299,13030,2576,34,1871,170810,,,,,,,,,
661,2016,1,Misiones,59538,33330,70,5,15,92958,,,,,,,,,
662,2016,1,Neuquén,51702,36122,1085,12502,2850,104261,,,,,,,,,
663,2016,1,Río Negro,66894,27312,937,3341,1338,99822,,,,,,,,,
664,2016,1,Salta,78973,22741,73,132,507,102426,,,,,,,,,
665,2016,1,San Juan,48670,451,770,1195,908,51994,,,,,,,,,
666,2016,1,San Luis,11432,1042,354,27,377,13232,,,,,,,,,
667,2016,1,Santa Cruz,15654,2723,396,5088,2426,26287,,,,,,,,,
668,2016,1,Santa Fe,338052,204816,3014,4686,1428,551996,,,,,,,,,
669,2016,1,Santiago Del Estero,32838,3900,19,911,30,37698,,,,,,,,,
670,2016,1,Tierra Del Fuego,22636,4834,665,1,2350,30486,,,,,,,,,
